접수년도,접수월,접수요일,동물종류,총건수,입양건수,입양률
2022,10,Thursday,기타축종,14,10,71.43
2022,10,Tuesday,개,1223,354,28.95
2022,10,Tuesday,고양이,604,182,30.13
2022,10,Tuesday,기타,13,3,23.08
2022,10,Tuesday,기타축종,18,11,61.11
2022,10,Wednesday,개,991,269,27.14
2022,10,Wednesday,고양이,534,172,32.21
2022,10,Wednesday,기타,24,5,20.83
2022,10,Wednesday,기타축종,15,9,60.0
2022,11,Friday,개,968,260,26.86
2022,11,Friday,고양이,287,111,38.68
2022,11,Friday,기타,10,2,20.0
2022,11,Friday,기타축종,20,13,65.0
2022,11,Monday,개,1274,342,26.84
2022,11,Monday,고양이,375,135,36.0
2022,11,Monday,기타,14,5,35.71
2022,11,Monday,기타축종,35,22,62.86
2022,11,Saturday,개,485,148,30.52
2022,11,Saturday,고양이,175,57,32.57
2022,11,Saturday,기타,1,0,0.0
2022,11,Saturday,기타축종,6,2,33.33
2022,11,Sunday,개,388,86,22.16
2022,11,Sunday,고양이,105,38,36.19
2022,11,Sunday,기타,1,0,0.0
2022,11,Sunday,기타축종,5,1,20.0
2022,11,Thursday,개,993,257,25.88
2022,11,Thursday,고양이,321,111,34.58
2022,11,Thursday,기타,5,2,40.0
2022,11,Thursday,기타축종,17,11,64.71
2022,11,Tuesday,개,1336,390,29.19
2022,11,Tuesday,고양이,395,153,38.73
2022,11,Tuesday,기타,15,4,26.67
2022,11,Tuesday,기타축종,24,20,83.33
2022,11,Wednesday,개,1229,307,24.98
2022,11,Wednesday,고양이,419,155,36.99
2022,11,Wednesday,기타,23,9,39.13
2022,11,Wednesday,기타축종,29,12,41.38
2022,12,Friday,개,1000,286,28.6
2022,12,Friday,고양이,205,69,33.66
2022,12,Friday,기타,5,2,40.0
2022,12,Friday,기타축종,20,17,85.0
2022,12,Monday,개,1175,323,27.49
2022,12,Monday,고양이,205,73,35.61
2022,12,Monday,기타,10,2,20.0
2022,12,Monday,기타축종,24,19,79.17
2022,12,Saturday,개,566,159,28.09
2022,12,Saturday,고양이,160,51,31.87
2022,12,Saturday,기타,5,0,0.0
2022,12,Saturday,기타축종,7,5,71.43
2022,12,Sunday,개,310,80,25.81
2022,12,Sunday,고양이,72,25,34.72
2022,12,Sunday,기타,3,1,33.33
2022,12,Sunday,기타축종,3,1,33.33
2022,12,Thursday,개,1003,258,25.72
2022,12,Thursday,고양이,196,64,32.65
2022,12,Thursday,기타,7,1,14.29
2022,12,Thursday,기타축종,14,8,57.14
2022,12,Tuesday,개,899,221,24.58
2022,12,Tuesday,고양이,180,53,29.44
2022,12,Tuesday,기타,5,1,20.0
2022,12,Tuesday,기타축종,4,2,50.0
2022,12,Wednesday,개,885,239,27.01
2022,12,Wednesday,고양이,144,60,41.67
2022,12,Wednesday,기타,7,5,71.43
2022,12,Wednesday,기타축종,6,5,83.33
2023,1,Friday,개,879,258,29.35
2023,1,Friday,고양이,104,32,30.77
2023,1,Friday,기타,8,4,50.0
2023,1,Friday,기타축종,13,7,53.85
2023,1,Monday,개,1353,376,27.79
2023,1,Monday,고양이,173,63,36.42
2023,1,Monday,기타,8,2,25.0
2023,1,Monday,기타축종,25,13,52.0
2023,1,Saturday,개,371,110,29.65
2023,1,Saturday,고양이,65,27,41.54
2023,1,Saturday,기타,6,3,50.0
2023,1,Saturday,기타축종,1,1,100.0
2023,1,Sunday,개,435,156,35.86
2023,1,Sunday,고양이,43,17,39.53
2023,1,Sunday,기타,3,1,33.33
2023,1,Sunday,기타축종,2,1,50.0
2023,1,Thursday,개,1022,298,29.16
2023,1,Thursday,고양이,118,40,33.9
2023,1,Thursday,기타,6,1,16.67
2023,1,Thursday,기타축종,7,3,42.86
2023,1,Tuesday,개,1230,423,34.39
2023,1,Tuesday,고양이,142,57,40.14
2023,1,Tuesday,기타,3,1,33.33
2023,1,Tuesday,기타축종,65,51,78.46
2023,1,Wednesday,개,1116,344,30.82
2023,1,Wednesday,고양이,115,48,41.74
2023,1,Wednesday,기타,10,6,60.0
2023,1,Wednesday,기타축종,11,5,45.45
2023,2,Friday,개,950,263,27.68
2023,2,Friday,고양이,105,38,36.19
2023,2,Friday,기타,5,2,40.0
2023,2,Friday,기타축종,10,9,90.0
2023,2,Monday,개,1328,384,28.92
2023,2,Monday,고양이,133,44,33.08
2023,2,Monday,기타,10,6,60.0
2023,2,Monday,기타축종,34,11,32.35
2023,2,Saturday,개,526,150,28.52
2023,2,Saturday,고양이,60,11,18.33
2023,2,Saturday,기타,6,3,50.0
2023,2,Saturday,기타축종,7,6,85.71
2023,2,Sunday,개,347,103,29.68
2023,2,Sunday,고양이,62,25,40.32
2023,2,Sunday,기타,2,2,100.0
2023,2,Sunday,기타축종,3,2,66.67
2023,2,Thursday,개,1029,306,29.74
2023,2,Thursday,고양이,112,46,41.07
2023,2,Thursday,기타,8,5,62.5
2023,2,Thursday,기타축종,16,6,37.5
2023,2,Tuesday,개,1110,348,31.35
2023,2,Tuesday,고양이,111,37,33.33
2023,2,Tuesday,기타,9,3,33.33
2023,2,Tuesday,기타축종,11,4,36.36
2023,2,Wednesday,개,1108,364,32.85
2023,2,Wednesday,고양이,112,36,32.14
2023,2,Wednesday,기타,10,3,30.0
2023,2,Wednesday,기타축종,13,6,46.15
2023,3,Friday,개,1266,350,27.65
2023,3,Friday,고양이,221,73,33.03
2023,3,Friday,기타,10,4,40.0
2023,3,Friday,기타축종,17,13,76.47
2023,3,Monday,개,1252,354,28.27
2023,3,Monday,고양이,190,80,42.11
2023,3,Monday,기타,21,12,57.14
2023,3,Monday,기타축종,15,8,53.33
2023,3,Saturday,개,426,103,24.18
2023,3,Saturday,고양이,83,20,24.1
2023,3,Saturday,기타,3,2,66.67
2023,3,Saturday,기타축종,10,6,60.0
2023,3,Sunday,개,376,97,25.8
2023,3,Sunday,고양이,52,15,28.85
2023,3,Sunday,기타,2,1,50.0
2023,3,Sunday,기타축종,8,5,62.5
2023,3,Thursday,개,1294,407,31.45
2023,3,Thursday,고양이,206,77,37.38
2023,3,Thursday,기타,14,8,57.14
2023,3,Thursday,기타축종,14,10,71.43
2023,3,Tuesday,개,1056,309,29.26
2023,3,Tuesday,고양이,156,51,32.69
2023,3,Tuesday,기타,11,7,63.64
2023,3,Tuesday,기타축종,13,12,92.31
2023,3,Wednesday,개,1125,306,27.2
2023,3,Wednesday,고양이,194,72,37.11
2023,3,Wednesday,기타,17,11,64.71
2023,3,Wednesday,기타축종,22,11,50.0
2023,4,Friday,개,1100,291,26.45
2023,4,Friday,고양이,378,120,31.75
2023,4,Friday,기타,1,0,0.0
2023,4,Friday,기타축종,37,26,70.27
2023,4,Monday,개,1246,340,27.29
2023,4,Monday,고양이,361,148,41.0
2023,4,Monday,기타,11,6,54.55
2023,4,Monday,기타축종,18,11,61.11
2023,4,Saturday,개,581,178,30.64
2023,4,Saturday,고양이,228,75,32.89
2023,4,Saturday,기타,5,3,60.0
2023,4,Saturday,기타축종,15,12,80.0
2023,4,Sunday,개,508,140,27.56
2023,4,Sunday,고양이,133,60,45.11
2023,4,Sunday,기타,4,0,0.0
2023,4,Sunday,기타축종,12,10,83.33
2023,4,Thursday,개,1039,304,29.26
2023,4,Thursday,고양이,315,116,36.83
2023,4,Thursday,기타,16,8,50.0
2023,4,Thursday,기타축종,13,9,69.23
2023,4,Tuesday,개,999,281,28.13
2023,4,Tuesday,고양이,319,134,42.01
2023,4,Tuesday,기타,8,1,12.5
2023,4,Tuesday,기타축종,13,7,53.85
2023,4,Wednesday,개,923,243,26.33
2023,4,Wednesday,고양이,318,103,32.39
2023,4,Wednesday,기타,13,6,46.15
2023,4,Wednesday,기타축종,14,7,50.0
2023,5,Friday,개,688,182,26.45
2023,5,Friday,고양이,534,161,30.15
2023,5,Friday,기타,9,3,33.33
2023,5,Friday,기타축종,13,8,61.54
2023,5,Monday,개,1409,378,26.83
2023,5,Monday,고양이,919,278,30.25
2023,5,Monday,기타,11,7,63.64
2023,5,Monday,기타축종,52,29,55.77
2023,5,Saturday,개,334,111,33.23
2023,5,Saturday,고양이,361,123,34.07
2023,5,Saturday,기타,2,1,50.0
2023,5,Saturday,기타축종,20,13,65.0
2023,5,Sunday,개,413,95,23.0
2023,5,Sunday,고양이,222,65,29.28
2023,5,Sunday,기타,2,1,50.0
2023,5,Sunday,기타축종,5,3,60.0
2023,5,Thursday,개,896,248,27.68
2023,5,Thursday,고양이,612,196,32.03
2023,5,Thursday,기타,17,8,47.06
2023,5,Thursday,기타축종,15,9,60.0
2023,5,Tuesday,개,1517,391,25.77
2023,5,Tuesday,고양이,918,296,32.24
2023,5,Tuesday,기타,9,5,55.56
2023,5,Tuesday,기타축종,29,17,58.62
2023,5,Wednesday,개,1311,364,27.77
2023,5,Wednesday,고양이,913,265,29.03
2023,5,Wednesday,기타,10,1,10.0
2023,5,Wednesday,기타축종,37,31,83.78
2023,6,Friday,개,1202,301,25.04
2023,6,Friday,고양이,885,234,26.44
2023,6,Friday,기타,12,6,50.0
2023,6,Friday,기타축종,29,15,51.72
2023,6,Monday,개,1241,333,26.83
2023,6,Monday,고양이,750,201,26.8
2023,6,Monday,기타,7,3,42.86
2023,6,Monday,기타축종,27,20,74.07
2023,6,Saturday,개,434,95,21.89
2023,6,Saturday,고양이,353,85,24.08
2023,6,Saturday,기타,2,1,50.0
2023,6,Saturday,기타축종,23,18,78.26
2023,6,Sunday,개,327,75,22.94
2023,6,Sunday,고양이,221,47,21.27
2023,6,Sunday,기타,6,1,16.67
2023,6,Sunday,기타축종,4,2,50.0
2023,6,Thursday,개,1267,342,26.99
2023,6,Thursday,고양이,858,223,25.99
2023,6,Thursday,기타,12,1,8.33
2023,6,Thursday,기타축종,32,18,56.25
2023,6,Tuesday,개,872,247,28.33
2023,6,Tuesday,고양이,643,149,23.17
2023,6,Tuesday,기타,12,8,66.67
2023,6,Tuesday,기타축종,20,13,65.0
2023,6,Wednesday,개,1054,236,22.39
2023,6,Wednesday,고양이,645,162,25.12
2023,6,Wednesday,기타,6,3,50.0
2023,6,Wednesday,기타축종,23,15,65.22
2023,7,Friday,개,1180,263,22.29
2023,7,Friday,고양이,561,141,25.13
2023,7,Friday,기타,3,1,33.33
2023,7,Friday,기타축종,23,10,43.48
2023,7,Monday,개,1773,443,24.99
2023,7,Monday,고양이,828,212,25.6
2023,7,Monday,기타,17,6,35.29
2023,7,Monday,기타축종,28,13,46.43
2023,7,Saturday,개,754,193,25.6
2023,7,Saturday,고양이,417,91,21.82
2023,7,Saturday,기타,13,5,38.46
2023,7,Saturday,기타축종,15,6,40.0
2023,7,Sunday,개,566,113,19.96
2023,7,Sunday,고양이,221,43,19.46
2023,7,Sunday,기타,5,0,0.0
2023,7,Sunday,기타축종,8,3,37.5
2023,7,Thursday,개,1063,233,21.92
2023,7,Thursday,고양이,543,140,25.78
2023,7,Thursday,기타,9,2,22.22
2023,7,Thursday,기타축종,26,10,38.46
2023,7,Tuesday,개,1150,303,26.35
2023,7,Tuesday,고양이,539,151,28.01
2023,7,Tuesday,기타,6,2,33.33
2023,7,Tuesday,기타축종,30,17,56.67
2023,7,Wednesday,개,1129,291,25.78
2023,7,Wednesday,고양이,582,118,20.27
2023,7,Wednesday,기타,15,6,40.0
2023,7,Wednesday,기타축종,33,20,60.61
2023,8,Friday,개,1015,220,21.67
2023,8,Friday,고양이,455,132,29.01
2023,8,Friday,기타,6,2,33.33
2023,8,Friday,기타축종,37,21,56.76
2023,8,Monday,개,1333,307,23.03
2023,8,Monday,고양이,453,108,23.84
2023,8,Monday,기타,16,6,37.5
2023,8,Monday,기타축종,15,9,60.0
2023,8,Saturday,개,503,122,24.25
2023,8,Saturday,고양이,226,65,28.76
2023,8,Saturday,기타,6,3,50.0
2023,8,Saturday,기타축종,13,4,30.77
2023,8,Sunday,개,339,68,20.06
2023,8,Sunday,고양이,147,37,25.17
2023,8,Sunday,기타,9,2,22.22
2023,8,Sunday,기타축종,6,2,33.33
2023,8,Thursday,개,1139,250,21.95
2023,8,Thursday,고양이,528,143,27.08
2023,8,Thursday,기타,11,7,63.64
2023,8,Thursday,기타축종,21,11,52.38
2023,8,Tuesday,개,1265,276,21.82
2023,8,Tuesday,고양이,542,143,26.38
2023,8,Tuesday,기타,4,1,25.0
2023,8,Tuesday,기타축종,18,5,27.78
2023,8,Wednesday,개,1323,366,27.66
2023,8,Wednesday,고양이,491,139,28.31
2023,8,Wednesday,기타,11,3,27.27
2023,8,Wednesday,기타축종,43,24,55.81
2023,9,Friday,개,964,257,26.66
2023,9,Friday,고양이,567,139,24.51
2023,9,Friday,기타,15,4,26.67
2023,9,Friday,기타축종,39,15,38.46
2023,9,Monday,개,1354,334,24.67
2023,9,Monday,고양이,594,145,24.41
2023,9,Monday,기타,8,2,25.0
2023,9,Monday,기타축종,26,15,57.69
2023,9,Saturday,개,531,131,24.67
2023,9,Saturday,고양이,324,77,23.77
2023,9,Saturday,기타,5,3,60.0
2023,9,Saturday,기타축종,41,29,70.73
2023,9,Sunday,개,382,83,21.73
2023,9,Sunday,고양이,176,28,15.91
2023,9,Sunday,기타,4,0,0.0
2023,9,Sunday,기타축종,10,3,30.0
2023,9,Thursday,개,838,208,24.82
2023,9,Thursday,고양이,423,105,24.82
2023,9,Thursday,기타,11,4,36.36
2023,9,Thursday,기타축종,16,11,68.75
2023,9,Tuesday,개,1040,238,22.88
2023,9,Tuesday,고양이,558,157,28.14
2023,9,Tuesday,기타,16,7,43.75
2023,9,Tuesday,기타축종,38,14,36.84
2023,9,Wednesday,개,997,262,26.28
2023,9,Wednesday,고양이,502,127,25.3
2023,9,Wednesday,기타,10,6,60.0
2023,9,Wednesday,기타축종,29,18,62.07
2023,10,Friday,개,997,242,24.27
2023,10,Friday,고양이,515,151,29.32
2023,10,Friday,기타,8,3,37.5
2023,10,Friday,기타축종,9,6,66.67
2023,10,Monday,개,1237,301,24.33
2023,10,Monday,고양이,647,235,36.32
2023,10,Monday,기타,8,5,62.5
2023,10,Monday,기타축종,20,7,35.0
2023,10,Saturday,개,459,128,27.89
2023,10,Saturday,고양이,216,65,30.09
2023,10,Saturday,기타,5,2,40.0
2023,10,Saturday,기타축종,5,1,20.0
2023,10,Sunday,개,472,114,24.15
2023,10,Sunday,고양이,216,57,26.39
2023,10,Sunday,기타,5,1,20.0
2023,10,Sunday,기타축종,9,4,44.44
2023,10,Thursday,개,1060,267,25.19
2023,10,Thursday,고양이,495,155,31.31
2023,10,Thursday,기타,18,4,22.22
2023,10,Thursday,기타축종,42,17,40.48
2023,10,Tuesday,개,1279,358,27.99
2023,10,Tuesday,고양이,617,210,34.04
2023,10,Tuesday,기타,12,3,25.0
2023,10,Tuesday,기타축종,32,17,53.12
2023,10,Wednesday,개,1211,286,23.62
2023,10,Wednesday,고양이,590,179,30.34
2023,10,Wednesday,기타,5,2,40.0
2023,10,Wednesday,기타축종,26,13,50.0
2023,11,Friday,개,921,253,27.47
2023,11,Friday,고양이,349,120,34.38
2023,11,Friday,기타,8,4,50.0
2023,11,Friday,기타축종,25,17,68.0
2023,11,Monday,개,1205,293,24.32
2023,11,Monday,고양이,430,160,37.21
2023,11,Monday,기타,10,6,60.0
2023,11,Monday,기타축종,14,9,64.29
2023,11,Saturday,개,359,89,24.79
2023,11,Saturday,고양이,157,58,36.94
2023,11,Saturday,기타,6,1,16.67
2023,11,Saturday,기타축종,23,19,82.61
2023,11,Sunday,개,338,71,21.01
2023,11,Sunday,고양이,91,24,26.37
2023,11,Sunday,기타,4,0,0.0
2023,11,Sunday,기타축종,5,2,40.0
2023,11,Thursday,개,1221,295,24.16
2023,11,Thursday,고양이,385,129,33.51
2023,11,Thursday,기타,11,3,27.27
2023,11,Thursday,기타축종,24,13,54.17
2023,11,Tuesday,개,1099,222,20.2
2023,11,Tuesday,고양이,314,105,33.44
2023,11,Tuesday,기타,11,4,36.36
2023,11,Tuesday,기타축종,26,15,57.69
2023,11,Wednesday,개,1366,360,26.35
2023,11,Wednesday,고양이,451,164,36.36
2023,11,Wednesday,기타,5,3,60.0
2023,11,Wednesday,기타축종,28,16,57.14
2023,12,Friday,개,952,269,28.26
2023,12,Friday,고양이,200,76,38.0
2023,12,Friday,기타,16,12,75.0
2023,12,Friday,기타축종,17,7,41.18
2023,12,Monday,개,919,242,26.33
2023,12,Monday,고양이,203,71,34.98
2023,12,Monday,기타,12,3,25.0
2023,12,Monday,기타축종,9,6,66.67
2023,12,Saturday,개,497,109,21.93
2023,12,Saturday,고양이,103,42,40.78
2023,12,Saturday,기타,11,5,45.45
2023,12,Saturday,기타축종,4,4,100.0
2023,12,Sunday,개,356,79,22.19
2023,12,Sunday,고양이,61,16,26.23
2023,12,Sunday,기타,6,1,16.67
2023,12,Sunday,기타축종,9,4,44.44
2023,12,Thursday,개,913,230,25.19
2023,12,Thursday,고양이,149,68,45.64
2023,12,Thursday,기타,5,2,40.0
2023,12,Thursday,기타축종,28,18,64.29
2023,12,Tuesday,개,1135,248,21.85
2023,12,Tuesday,고양이,150,50,33.33
2023,12,Tuesday,기타,12,9,75.0
2023,12,Tuesday,기타축종,17,11,64.71
2023,12,Wednesday,개,1074,269,25.05
2023,12,Wednesday,고양이,190,82,43.16
2023,12,Wednesday,기타,8,6,75.0
2023,12,Wednesday,기타축종,12,4,33.33
2024,1,Friday,개,1050,258,24.57
2024,1,Friday,고양이,127,57,44.88
2024,1,Friday,기타,9,3,33.33
2024,1,Friday,기타축종,14,11,78.57
2024,1,Monday,개,1497,376,25.12
2024,1,Monday,고양이,152,60,39.47
2024,1,Monday,기타,12,8,66.67
2024,1,Monday,기타축종,15,8,53.33
2024,1,Saturday,개,444,101,22.75
2024,1,Saturday,고양이,76,30,39.47
2024,1,Saturday,기타,18,10,55.56
2024,1,Saturday,기타축종,4,1,25.0
2024,1,Sunday,개,337,94,27.89
2024,1,Sunday,고양이,35,17,48.57
2024,1,Sunday,기타축종,2,2,100.0
2024,1,Thursday,개,1112,311,27.97
2024,1,Thursday,고양이,99,41,41.41
2024,1,Thursday,기타,6,4,66.67
2024,1,Thursday,기타축종,5,3,60.0
2024,1,Tuesday,개,1466,372,25.38
2024,1,Tuesday,고양이,152,58,38.16
2024,1,Tuesday,기타,33,2,6.06
2024,1,Tuesday,기타축종,9,4,44.44
2024,1,Wednesday,개,1196,300,25.08
2024,1,Wednesday,고양이,130,57,43.85
2024,1,Wednesday,기타,12,7,58.33
2024,1,Wednesday,기타축종,7,5,71.43
2024,2,Friday,개,911,217,23.82
2024,2,Friday,고양이,89,35,39.33
2024,2,Friday,기타,12,7,58.33
2024,2,Friday,기타축종,2,1,50.0
2024,2,Monday,개,1125,304,27.02
2024,2,Monday,고양이,95,26,27.37
2024,2,Monday,기타,7,2,28.57
2024,2,Monday,기타축종,30,27,90.0
2024,2,Saturday,개,449,106,23.61
2024,2,Saturday,고양이,48,18,37.5
2024,2,Saturday,기타,5,2,40.0
2024,2,Saturday,기타축종,5,0,0.0
2024,2,Sunday,개,398,104,26.13
2024,2,Sunday,고양이,34,11,32.35
2024,2,Sunday,기타,6,4,66.67
2024,2,Thursday,개,1225,325,26.53
2024,2,Thursday,고양이,123,46,37.4
2024,2,Thursday,기타,19,4,21.05
2024,2,Thursday,기타축종,11,7,63.64
2024,2,Tuesday,개,1346,386,28.68
2024,2,Tuesday,고양이,110,41,37.27
2024,2,Tuesday,기타,9,6,66.67
2024,2,Tuesday,기타축종,17,8,47.06
2024,2,Wednesday,개,1079,265,24.56
2024,2,Wednesday,고양이,96,42,43.75
2024,2,Wednesday,기타,9,2,22.22
2024,2,Wednesday,기타축종,13,7,53.85
2024,3,Friday,개,1239,308,24.86
2024,3,Friday,고양이,158,64,40.51
2024,3,Friday,기타,9,3,33.33
2024,3,Friday,기타축종,12,4,33.33
2024,3,Monday,개,1227,311,25.35
2024,3,Monday,고양이,152,64,42.11
2024,3,Monday,기타,7,4,57.14
2024,3,Monday,기타축종,13,10,76.92
2024,3,Saturday,개,580,136,23.45
2024,3,Saturday,고양이,98,31,31.63
2024,3,Saturday,기타,4,1,25.0
2024,3,Saturday,기타축종,8,2,25.0
2024,3,Sunday,개,483,129,26.71
2024,3,Sunday,고양이,49,11,22.45
2024,3,Sunday,기타,5,4,80.0
2024,3,Sunday,기타축종,7,2,28.57
2024,3,Thursday,개,969,243,25.08
2024,3,Thursday,고양이,131,50,38.17
2024,3,Thursday,기타,8,3,37.5
2024,3,Thursday,기타축종,10,5,50.0
2024,3,Tuesday,개,1149,304,26.46
2024,3,Tuesday,고양이,146,68,46.58
2024,3,Tuesday,기타,7,3,42.86
2024,3,Tuesday,기타축종,16,13,81.25
2024,3,Wednesday,개,1231,284,23.07
2024,3,Wednesday,고양이,128,44,34.38
2024,3,Wednesday,기타,14,5,35.71
2024,3,Wednesday,기타축종,15,7,46.67
2024,4,Friday,개,972,291,29.94
2024,4,Friday,고양이,315,97,30.79
2024,4,Friday,기타,7,3,42.86
2024,4,Friday,기타축종,25,11,44.0
2024,4,Monday,개,1582,394,24.91
2024,4,Monday,고양이,523,176,33.65
2024,4,Monday,기타,10,6,60.0
2024,4,Monday,기타축종,35,20,57.14
2024,4,Saturday,개,451,138,30.6
2024,4,Saturday,고양이,208,77,37.02
2024,4,Saturday,기타,3,2,66.67
2024,4,Saturday,기타축종,9,0,0.0
2024,4,Sunday,개,368,118,32.07
2024,4,Sunday,고양이,119,35,29.41
2024,4,Sunday,기타,6,2,33.33
2024,4,Sunday,기타축종,8,6,75.0
2024,4,Thursday,개,1064,253,23.78
2024,4,Thursday,고양이,338,107,31.66
2024,4,Thursday,기타,12,6,50.0
2024,4,Thursday,기타축종,19,9,47.37
2024,4,Tuesday,개,1332,322,24.17
2024,4,Tuesday,고양이,469,156,33.26
2024,4,Tuesday,기타,18,9,50.0
2024,4,Tuesday,기타축종,35,21,60.0
2024,4,Wednesday,개,861,214,24.85
2024,4,Wednesday,고양이,245,84,34.29
2024,4,Wednesday,기타,6,1,16.67
2024,4,Wednesday,기타축종,14,5,35.71
2024,5,Friday,개,1185,279,23.54
2024,5,Friday,고양이,757,247,32.63
2024,5,Friday,기타,12,4,33.33
2024,5,Friday,기타축종,19,7,36.84
2024,5,Monday,개,938,272,29.0
2024,5,Monday,고양이,688,249,36.19
2024,5,Monday,기타,16,9,56.25
2024,5,Monday,기타축종,19,8,42.11
2024,5,Saturday,개,346,97,28.03
2024,5,Saturday,고양이,325,91,28.0
2024,5,Saturday,기타,5,1,20.0
2024,5,Saturday,기타축종,11,8,72.73
2024,5,Sunday,개,364,90,24.73
2024,5,Sunday,고양이,156,42,26.92
2024,5,Sunday,기타축종,8,5,62.5
2024,5,Thursday,개,1358,332,24.45
2024,5,Thursday,고양이,731,260,35.57
2024,5,Thursday,기타,13,7,53.85
2024,5,Thursday,기타축종,23,14,60.87
2024,5,Tuesday,개,1021,261,25.56
2024,5,Tuesday,고양이,650,187,28.77
2024,5,Tuesday,기타,9,6,66.67
2024,5,Tuesday,기타축종,30,20,66.67
2024,5,Wednesday,개,1047,292,27.89
2024,5,Wednesday,고양이,682,160,23.46
2024,5,Wednesday,기타,7,4,57.14
2024,5,Wednesday,기타축종,20,11,55.0
2024,6,Friday,개,838,208,24.82
2024,6,Friday,고양이,536,160,29.85
2024,6,Friday,기타,25,14,56.0
2024,6,Friday,기타축종,26,11,42.31
2024,6,Monday,개,1175,290,24.68
2024,6,Monday,고양이,784,239,30.48
2024,6,Monday,기타,13,5,38.46
2024,6,Monday,기타축종,22,8,36.36
2024,6,Saturday,개,471,124,26.33
2024,6,Saturday,고양이,408,101,24.75
2024,6,Saturday,기타,14,9,64.29
2024,6,Saturday,기타축종,19,10,52.63
2024,6,Sunday,개,340,73,21.47
2024,6,Sunday,고양이,182,33,18.13
2024,6,Sunday,기타,5,0,0.0
2024,6,Sunday,기타축종,4,3,75.0
2024,6,Thursday,개,682,169,24.78
2024,6,Thursday,고양이,535,136,25.42
2024,6,Thursday,기타,9,6,66.67
2024,6,Thursday,기타축종,24,13,54.17
2024,6,Tuesday,개,939,241,25.67
2024,6,Tuesday,고양이,542,131,24.17
2024,6,Tuesday,기타,12,5,41.67
2024,6,Tuesday,기타축종,22,12,54.55
2024,6,Wednesday,개,888,193,21.73
2024,6,Wednesday,고양이,608,171,28.12
2024,6,Wednesday,기타,12,7,58.33
2024,6,Wednesday,기타축종,32,7,21.88
2024,7,Friday,개,931,268,28.79
2024,7,Friday,고양이,545,124,22.75
2024,7,Friday,기타,9,5,55.56
2024,7,Friday,기타축종,23,8,34.78
2024,7,Monday,개,1576,393,24.94
2024,7,Monday,고양이,789,226,28.64
2024,7,Monday,기타,15,3,20.0
2024,7,Monday,기타축종,43,22,51.16
2024,7,Saturday,개,462,116,25.11
2024,7,Saturday,고양이,220,50,22.73
2024,7,Saturday,기타,4,1,25.0
2024,7,Saturday,기타축종,7,3,42.86
2024,7,Sunday,개,310,88,28.39
2024,7,Sunday,고양이,142,25,17.61
2024,7,Sunday,기타,3,0,0.0
2024,7,Sunday,기타축종,13,4,30.77
2024,7,Thursday,개,981,307,31.29
2024,7,Thursday,고양이,586,131,22.35
2024,7,Thursday,기타,14,8,57.14
2024,7,Thursday,기타축종,15,8,53.33
2024,7,Tuesday,개,1218,293,24.06
2024,7,Tuesday,고양이,620,178,28.71
2024,7,Tuesday,기타,7,4,57.14
2024,7,Tuesday,기타축종,21,11,52.38
2024,7,Wednesday,개,1174,286,24.36
2024,7,Wednesday,고양이,640,157,24.53
2024,7,Wednesday,기타,10,2,20.0
2024,7,Wednesday,기타축종,26,9,34.62
2024,8,Friday,개,1142,280,24.52
2024,8,Friday,고양이,426,135,31.69
2024,8,Friday,기타,15,4,26.67
2024,8,Friday,기타축종,30,13,43.33
2024,8,Monday,개,1339,322,24.05
2024,8,Monday,고양이,428,116,27.1
2024,8,Monday,기타,6,2,33.33
2024,8,Monday,기타축종,25,6,24.0
2024,8,Saturday,개,458,117,25.55
2024,8,Saturday,고양이,252,76,30.16
2024,8,Saturday,기타,14,5,35.71
2024,8,Saturday,기타축종,21,11,52.38
2024,8,Sunday,개,295,78,26.44
2024,8,Sunday,고양이,100,17,17.0
2024,8,Sunday,기타,3,2,66.67
2024,8,Sunday,기타축종,5,4,80.0
2024,8,Thursday,개,973,257,26.41
2024,8,Thursday,고양이,413,112,27.12
2024,8,Thursday,기타,8,4,50.0
2024,8,Thursday,기타축종,23,14,60.87
2024,8,Tuesday,개,991,260,26.24
2024,8,Tuesday,고양이,380,103,27.11
2024,8,Tuesday,기타,14,8,57.14
2024,8,Tuesday,기타축종,18,6,33.33
2024,8,Wednesday,개,878,227,25.85
2024,8,Wednesday,고양이,306,79,25.82
2024,8,Wednesday,기타,15,6,40.0
2024,8,Wednesday,기타축종,22,14,63.64
2024,9,Friday,개,906,259,28.59
2024,9,Friday,고양이,416,112,26.92
2024,9,Friday,기타,17,10,58.82
2024,9,Friday,기타축종,22,11,50.0
2024,9,Monday,개,1241,336,27.07
2024,9,Monday,고양이,563,190,33.75
2024,9,Monday,기타,10,7,70.0
2024,9,Monday,기타축종,36,26,72.22
2024,9,Saturday,개,474,124,26.16
2024,9,Saturday,고양이,241,79,32.78
2024,9,Saturday,기타,4,1,25.0
2024,9,Saturday,기타축종,5,4,80.0
2024,9,Sunday,개,406,98,24.14
2024,9,Sunday,고양이,177,55,31.07
2024,9,Sunday,기타,9,0,0.0
2024,9,Sunday,기타축종,10,2,20.0
2024,9,Thursday,개,1024,285,27.83
2024,9,Thursday,고양이,442,121,27.38
2024,9,Thursday,기타,10,7,70.0
2024,9,Thursday,기타축종,19,9,47.37
2024,9,Tuesday,개,836,227,27.15
2024,9,Tuesday,고양이,354,111,31.36
2024,9,Tuesday,기타,25,16,64.0
