동물종류,나이그룹,성별,중성화 여부,시도,총건수,입양건수,평균체중,입양률
기타,2-3세,암컷,중성화 X,강원특별자치도,60,10,10.231666666666666,16.67
기타,2-3세,암컷,중성화 X,경기도,65,22,14.515846153846153,33.85
기타,2-3세,암컷,중성화 X,경상남도,80,29,10.58625,36.25
기타,2-3세,암컷,중성화 X,경상북도,47,23,14.589361702127661,48.94
기타,2-3세,암컷,중성화 X,광주광역시,5,3,9.86,60.0
기타,2-3세,암컷,중성화 X,대구광역시,44,18,5.175454545454546,40.91
기타,2-3세,암컷,중성화 X,대전광역시,15,3,5.25,20.0
기타,2-3세,암컷,중성화 X,부산광역시,90,11,6.034777777777777,12.22
기타,2-3세,암컷,중성화 X,서울특별시,10,6,7.772,60.0
기타,2-3세,암컷,중성화 X,세종특별자치시,1,1,22.0,100.0
기타,2-3세,암컷,중성화 X,울산광역시,13,6,15.8,46.15
기타,2-3세,암컷,중성화 X,인천광역시,13,3,13.936153846153847,23.08
기타,2-3세,암컷,중성화 X,전라남도,71,14,8.807042253521127,19.72
기타,2-3세,암컷,중성화 X,전북특별자치도,175,53,8.493885714285714,30.29
기타,2-3세,암컷,중성화 X,제주특별자치도,4,3,20.925,75.0
기타,2-3세,암컷,중성화 X,충청남도,45,25,18.18,55.56
기타,2-3세,암컷,중성화 X,충청북도,17,9,12.117647058823529,52.94
기타,4-5세,미상,미상,강원특별자치도,5,1,8.8,20.0
기타,4-5세,미상,미상,경기도,4,0,23.875,0.0
기타,4-5세,미상,미상,경상남도,4,0,4.8,0.0
기타,4-5세,미상,미상,대구광역시,1,0,5.0,0.0
기타,4-5세,미상,미상,대전광역시,5,3,2.4,60.0
기타,4-5세,미상,미상,부산광역시,2,0,14.85,0.0
기타,4-5세,미상,미상,울산광역시,4,0,17.05,0.0
기타,4-5세,미상,미상,인천광역시,1,1,6.0,100.0
기타,4-5세,미상,미상,전북특별자치도,1,0,3.2,0.0
기타,4-5세,미상,미상,충청북도,2,0,3.5,0.0
기타,4-5세,미상,중성화 X,강원특별자치도,1,0,13.0,0.0
기타,4-5세,미상,중성화 X,경기도,1,0,5.0,0.0
기타,4-5세,미상,중성화 X,대전광역시,10,0,0.96,0.0
기타,4-5세,미상,중성화 X,인천광역시,1,0,5.0,0.0
기타,4-5세,수컷,미상,강원특별자치도,28,3,13.185714285714285,10.71
기타,4-5세,수컷,미상,경기도,12,4,25.325,33.33
기타,4-5세,수컷,미상,경상남도,13,4,8.823076923076924,30.77
기타,4-5세,수컷,미상,경상북도,7,4,21.17142857142857,57.14
기타,4-5세,수컷,미상,광주광역시,1,0,6.0,0.0
기타,4-5세,수컷,미상,대전광역시,5,0,23.0,0.0
기타,4-5세,수컷,미상,부산광역시,12,4,10.958333333333334,33.33
기타,4-5세,수컷,미상,서울특별시,1,1,4.0,100.0
기타,4-5세,수컷,미상,세종특별자치시,1,0,15.0,0.0
기타,4-5세,수컷,미상,울산광역시,3,0,19.066666666666666,0.0
기타,4-5세,수컷,미상,인천광역시,1,1,3.46,100.0
기타,4-5세,수컷,미상,전라남도,12,2,13.283333333333333,16.67
기타,4-5세,수컷,미상,전북특별자치도,4,0,19.0,0.0
기타,4-5세,수컷,미상,제주특별자치도,1,0,24.4,0.0
기타,4-5세,수컷,미상,충청남도,16,4,17.546875,25.0
기타,4-5세,수컷,미상,충청북도,9,0,22.0,0.0
기타,4-5세,수컷,중성화 O,강원특별자치도,3,1,9.766666666666667,33.33
기타,4-5세,수컷,중성화 O,경기도,36,13,12.56111111111111,36.11
기타,4-5세,수컷,중성화 O,경상남도,6,3,13.183333333333332,50.0
기타,4-5세,수컷,중성화 O,경상북도,10,5,5.970000000000001,50.0
기타,4-5세,수컷,중성화 O,광주광역시,10,7,6.63,70.0
기타,4-5세,수컷,중성화 O,대구광역시,3,1,5.416666666666667,33.33
기타,4-5세,수컷,중성화 O,부산광역시,31,6,4.316129032258065,19.35
기타,4-5세,수컷,중성화 O,서울특별시,14,3,8.135714285714286,21.43
기타,4-5세,수컷,중성화 O,세종특별자치시,3,2,5.466666666666666,66.67
기타,4-5세,수컷,중성화 O,인천광역시,3,2,4.0,66.67
기타,4-5세,수컷,중성화 O,전라남도,1,0,6.5,0.0
기타,4-5세,수컷,중성화 O,전북특별자치도,7,2,8.942857142857143,28.57
기타,4-5세,수컷,중성화 O,제주특별자치도,1,1,6.4,100.0
기타,4-5세,수컷,중성화 O,충청남도,10,4,11.666,40.0
기타,4-5세,수컷,중성화 O,충청북도,1,1,4.0,100.0
기타,4-5세,수컷,중성화 X,강원특별자치도,102,20,13.983333333333333,19.61
기타,4-5세,수컷,중성화 X,경기도,74,15,23.19527027027027,20.27
기타,4-5세,수컷,중성화 X,경상남도,29,4,16.113793103448277,13.79
기타,4-5세,수컷,중성화 X,경상북도,33,11,24.763636363636365,33.33
기타,4-5세,수컷,중성화 X,광주광역시,13,6,7.092307692307693,46.15
기타,4-5세,수컷,중성화 X,대구광역시,30,11,8.935333333333334,36.67
기타,4-5세,수컷,중성화 X,대전광역시,1,0,5.0,0.0
기타,4-5세,수컷,중성화 X,부산광역시,112,11,7.099464285714285,9.82
기타,4-5세,수컷,중성화 X,서울특별시,11,2,14.472999999999999,18.18
기타,4-5세,수컷,중성화 X,세종특별자치시,2,1,40.0,50.0
기타,4-5세,수컷,중성화 X,울산광역시,7,1,29.042857142857144,14.29
기타,4-5세,수컷,중성화 X,인천광역시,18,5,14.82611111111111,27.78
기타,4-5세,수컷,중성화 X,전라남도,51,11,11.53921568627451,21.57
기타,4-5세,수컷,중성화 X,전북특별자치도,82,26,11.600000000000001,31.71
기타,4-5세,수컷,중성화 X,제주특별자치도,9,2,33.833333333333336,22.22
기타,4-5세,수컷,중성화 X,충청남도,23,7,20.018181818181816,30.43
기타,4-5세,수컷,중성화 X,충청북도,18,5,13.177777777777777,27.78
기타,4-5세,암컷,미상,강원특별자치도,23,1,10.652173913043478,4.35
기타,4-5세,암컷,미상,경기도,66,20,18.243030303030302,30.3
기타,4-5세,암컷,미상,경상남도,10,4,8.07,40.0
기타,4-5세,암컷,미상,경상북도,8,4,12.725,50.0
기타,4-5세,암컷,미상,광주광역시,21,11,7.242857142857143,52.38
기타,4-5세,암컷,미상,대구광역시,11,1,13.963636363636363,9.09
기타,4-5세,암컷,미상,대전광역시,7,0,10.857142857142858,0.0
기타,4-5세,암컷,미상,부산광역시,85,10,7.025294117647059,11.76
기타,4-5세,암컷,미상,서울특별시,17,9,10.185882352941176,52.94
기타,4-5세,암컷,미상,세종특별자치시,7,4,10.442857142857141,57.14
기타,4-5세,암컷,미상,울산광역시,2,1,2.45,50.0
기타,4-5세,암컷,미상,인천광역시,10,1,6.0200000000000005,10.0
기타,4-5세,암컷,미상,전라남도,11,1,10.477272727272727,9.09
기타,4-5세,암컷,미상,전북특별자치도,7,0,12.157142857142857,0.0
기타,4-5세,암컷,미상,제주특별자치도,1,0,19.0,0.0
기타,4-5세,암컷,미상,충청남도,29,12,15.12758620689655,41.38
기타,4-5세,암컷,미상,충청북도,14,5,19.00714285714286,35.71
기타,4-5세,암컷,중성화 O,강원특별자치도,1,0,7.2,0.0
기타,4-5세,암컷,중성화 O,경기도,2,1,3.0,50.0
기타,4-5세,암컷,중성화 O,경상남도,2,2,6.5,100.0
기타,4-5세,암컷,중성화 O,경상북도,5,3,15.7,60.0
기타,4-5세,암컷,중성화 O,대구광역시,1,0,14.0,0.0
기타,4-5세,암컷,중성화 O,부산광역시,14,0,3.0928571428571425,0.0
기타,4-5세,암컷,중성화 O,인천광역시,1,1,5.0,100.0
기타,4-5세,암컷,중성화 O,전라남도,1,1,3.0,100.0
기타,4-5세,암컷,중성화 O,전북특별자치도,1,0,3.2,0.0
기타,4-5세,암컷,중성화 X,강원특별자치도,72,14,9.725000000000001,19.44
기타,4-5세,암컷,중성화 X,경기도,27,16,22.00740740740741,59.26
기타,4-5세,암컷,중성화 X,경상남도,16,3,11.70625,18.75
기타,4-5세,암컷,중성화 X,경상북도,7,3,28.714285714285715,42.86
기타,4-5세,암컷,중성화 X,광주광역시,3,0,8.9,0.0
기타,4-5세,암컷,중성화 X,대구광역시,22,7,7.4781818181818185,31.82
기타,4-5세,암컷,중성화 X,대전광역시,4,0,2.05,0.0
기타,4-5세,암컷,중성화 X,부산광역시,51,6,7.674117647058823,11.76
기타,4-5세,암컷,중성화 X,서울특별시,8,2,6.3675,25.0
기타,4-5세,암컷,중성화 X,세종특별자치시,1,0,18.0,0.0
기타,4-5세,암컷,중성화 X,울산광역시,2,0,3.6,0.0
기타,4-5세,암컷,중성화 X,인천광역시,6,2,18.51,33.33
기타,4-5세,암컷,중성화 X,전라남도,54,6,9.96111111111111,11.11
기타,4-5세,암컷,중성화 X,전북특별자치도,101,24,10.731683168316833,23.76
기타,4-5세,암컷,중성화 X,제주특별자치도,4,0,14.025,0.0
기타,4-5세,암컷,중성화 X,충청남도,10,2,17.36,20.0
기타,4-5세,암컷,중성화 X,충청북도,6,1,17.333333333333332,16.67
기타,6-7세,미상,미상,경상남도,1,1,3.0,100.0
기타,6-7세,미상,미상,대구광역시,1,0,2.8,0.0
기타,6-7세,미상,미상,대전광역시,5,2,1.4,40.0
기타,6-7세,미상,미상,서울특별시,1,0,4.0,0.0
기타,6-7세,미상,미상,충청북도,1,0,40.0,0.0
기타,6-7세,미상,중성화 X,대전광역시,3,0,1.5,0.0
기타,6-7세,수컷,미상,강원특별자치도,7,0,16.142857142857142,0.0
기타,6-7세,수컷,미상,경기도,4,1,26.0,25.0
기타,6-7세,수컷,미상,경상남도,6,1,16.0,16.67
기타,6-7세,수컷,미상,경상북도,3,1,18.233333333333334,33.33
기타,6-7세,수컷,미상,광주광역시,1,0,6.0,0.0
기타,6-7세,수컷,미상,대전광역시,3,1,6.0,33.33
기타,6-7세,수컷,미상,부산광역시,3,0,8.799999999999999,0.0
기타,6-7세,수컷,미상,세종특별자치시,1,0,7.0,0.0
기타,6-7세,수컷,미상,울산광역시,1,1,30.0,100.0
기타,6-7세,수컷,미상,인천광역시,1,0,20.0,0.0
기타,6-7세,수컷,미상,전라남도,3,0,24.633333333333336,0.0
기타,6-7세,수컷,미상,전북특별자치도,1,1,20.0,100.0
기타,6-7세,수컷,미상,제주특별자치도,1,0,4.2,0.0
기타,6-7세,수컷,미상,충청남도,3,3,31.0,100.0
기타,6-7세,수컷,미상,충청북도,2,1,32.5,50.0
기타,6-7세,수컷,중성화 O,강원특별자치도,1,1,6.7,100.0
기타,6-7세,수컷,중성화 O,경기도,19,6,8.91157894736842,31.58
기타,6-7세,수컷,중성화 O,경상남도,3,0,5.0,0.0
기타,6-7세,수컷,중성화 O,경상북도,5,2,5.26,40.0
기타,6-7세,수컷,중성화 O,광주광역시,2,1,5.75,50.0
기타,6-7세,수컷,중성화 O,대구광역시,2,0,5.8,0.0
기타,6-7세,수컷,중성화 O,부산광역시,2,0,4.5,0.0
기타,6-7세,수컷,중성화 O,서울특별시,6,1,6.53,16.67
기타,6-7세,수컷,중성화 O,인천광역시,4,3,5.625,75.0
기타,6-7세,수컷,중성화 O,전북특별자치도,1,0,6.5,0.0
기타,6-7세,수컷,중성화 O,제주특별자치도,2,1,36.25,50.0
기타,6-7세,수컷,중성화 O,충청남도,5,3,13.66,60.0
기타,6-7세,수컷,중성화 O,충청북도,2,0,11.05,0.0
기타,6-7세,수컷,중성화 X,강원특별자치도,24,7,11.783333333333333,29.17
기타,6-7세,수컷,중성화 X,경기도,30,4,25.216666666666665,13.33
기타,6-7세,수컷,중성화 X,경상남도,9,4,22.87777777777778,44.44
기타,6-7세,수컷,중성화 X,경상북도,10,3,29.630000000000003,30.0
기타,6-7세,수컷,중성화 X,광주광역시,6,4,4.766666666666667,66.67
기타,6-7세,수컷,중성화 X,대구광역시,8,2,13.5875,25.0
기타,6-7세,수컷,중성화 X,대전광역시,2,0,7.0,0.0
기타,6-7세,수컷,중성화 X,부산광역시,15,1,9.594666666666667,6.67
기타,6-7세,수컷,중성화 X,서울특별시,6,1,13.6,16.67
기타,6-7세,수컷,중성화 X,인천광역시,9,4,19.456666666666667,44.44
기타,6-7세,수컷,중성화 X,전라남도,21,3,14.076190476190478,14.29
기타,6-7세,수컷,중성화 X,전북특별자치도,31,4,20.032258064516128,12.9
기타,6-7세,수컷,중성화 X,제주특별자치도,3,0,22.133333333333336,0.0
기타,6-7세,수컷,중성화 X,충청남도,12,6,14.033333333333333,50.0
기타,6-7세,수컷,중성화 X,충청북도,5,1,27.6,20.0
기타,6-7세,암컷,미상,강원특별자치도,8,0,14.25,0.0
기타,6-7세,암컷,미상,경기도,18,7,6.54,38.89
기타,6-7세,암컷,미상,경상남도,3,0,4.066666666666666,0.0
기타,6-7세,암컷,미상,경상북도,1,1,22.0,100.0
기타,6-7세,암컷,미상,광주광역시,6,1,10.166666666666666,16.67
기타,6-7세,암컷,미상,대구광역시,3,1,8.266666666666667,33.33
기타,6-7세,암컷,미상,대전광역시,2,0,4.0,0.0
기타,6-7세,암컷,미상,부산광역시,9,3,11.822222222222223,33.33
기타,6-7세,암컷,미상,서울특별시,8,3,6.275,37.5
기타,6-7세,암컷,미상,울산광역시,1,0,5.2,0.0
기타,6-7세,암컷,미상,인천광역시,7,4,13.071428571428571,57.14
기타,6-7세,암컷,미상,전라남도,4,1,7.17,25.0
기타,6-7세,암컷,미상,전북특별자치도,2,1,10.5,50.0
기타,6-7세,암컷,미상,제주특별자치도,2,0,40.15,0.0
기타,6-7세,암컷,미상,충청남도,8,3,12.375,37.5
기타,6-7세,암컷,미상,충청북도,7,3,12.214285714285714,42.86
기타,6-7세,암컷,중성화 O,경기도,1,0,32.0,0.0
기타,6-7세,암컷,중성화 O,경상남도,1,0,6.5,0.0
기타,6-7세,암컷,중성화 O,부산광역시,1,1,2.3,100.0
기타,6-7세,암컷,중성화 X,강원특별자치도,19,6,12.326315789473684,31.58
기타,6-7세,암컷,중성화 X,경기도,8,3,17.1875,37.5
기타,6-7세,암컷,중성화 X,경상남도,5,1,23.8,20.0
기타,6-7세,암컷,중성화 X,경상북도,4,2,5.25,50.0
기타,6-7세,암컷,중성화 X,대구광역시,4,1,4.75,25.0
기타,6-7세,암컷,중성화 X,대전광역시,1,0,6.0,0.0
기타,6-7세,암컷,중성화 X,부산광역시,3,0,5.0,0.0
기타,6-7세,암컷,중성화 X,울산광역시,2,0,4.15,0.0
기타,6-7세,암컷,중성화 X,인천광역시,2,1,5.5,50.0
기타,6-7세,암컷,중성화 X,전라남도,15,5,8.866666666666667,33.33
기타,6-7세,암컷,중성화 X,전북특별자치도,42,12,13.895238095238096,28.57
기타,6-7세,암컷,중성화 X,제주특별자치도,1,0,37.0,0.0
기타,6-7세,암컷,중성화 X,충청남도,2,1,16.25,50.0
기타,6-7세,암컷,중성화 X,충청북도,2,0,20.0,0.0
기타,60일미만,미상,미상,경기도,2,0,0.01,0.0
기타,60일미만,미상,미상,대전광역시,37,18,0.3481081081081081,48.65
기타,60일미만,미상,미상,부산광역시,1,0,10.0,0.0
기타,60일미만,미상,미상,서울특별시,1,0,3.5,0.0
기타,60일미만,미상,미상,울산광역시,1,0,6.5,0.0
기타,60일미만,미상,미상,충청남도,1,0,,0.0
기타,60일미만,미상,중성화 X,경기도,1,1,0.7,100.0
기타,60일미만,미상,중성화 X,경상북도,4,3,2.775,75.0
기타,60일미만,수컷,미상,경기도,1,0,0.9,0.0
기타,60일미만,수컷,미상,경상북도,2,0,34.03,0.0
기타,60일미만,수컷,미상,인천광역시,2,1,1.35,50.0
기타,60일미만,수컷,미상,전북특별자치도,1,0,1.5,0.0
기타,60일미만,수컷,미상,충청남도,8,3,7.85,37.5
기타,60일미만,수컷,중성화 O,경상남도,1,0,2.0,0.0
기타,60일미만,수컷,중성화 O,경상북도,12,7,3.7083333333333335,58.33
기타,60일미만,수컷,중성화 O,대구광역시,1,1,8.9,100.0
기타,60일미만,수컷,중성화 O,인천광역시,1,0,2.0,0.0
기타,60일미만,수컷,중성화 X,강원특별자치도,3,2,14.733333333333333,66.67
기타,60일미만,수컷,중성화 X,경기도,8,2,3.7975000000000003,25.0
기타,60일미만,수컷,중성화 X,경상남도,5,1,8.299999999999999,20.0
기타,60일미만,수컷,중성화 X,경상북도,101,78,3.909090909090909,77.23
기타,60일미만,수컷,중성화 X,광주광역시,2,2,2.75,100.0
기타,60일미만,수컷,중성화 X,대구광역시,4,2,1.83,50.0
기타,60일미만,수컷,중성화 X,부산광역시,3,1,2.0033333333333334,33.33
기타,60일미만,수컷,중성화 X,서울특별시,3,3,4.053333333333334,100.0
기타,60일미만,수컷,중성화 X,울산광역시,4,3,0.6925,75.0
기타,60일미만,수컷,중성화 X,인천광역시,2,2,1.05,100.0
기타,60일미만,수컷,중성화 X,전라남도,2,0,2.5,0.0
기타,60일미만,수컷,중성화 X,전북특별자치도,10,5,0.9800000000000001,50.0
기타,60일미만,수컷,중성화 X,충청남도,10,5,2.1740000000000004,50.0
기타,60일미만,수컷,중성화 X,충청북도,5,4,0.54,80.0
기타,60일미만,암컷,미상,경기도,5,2,5.779999999999999,40.0
기타,60일미만,암컷,미상,경상북도,2,1,10.05,50.0
기타,60일미만,암컷,미상,대구광역시,1,1,8.84,100.0
기타,60일미만,암컷,미상,대전광역시,9,5,0.5277777777777778,55.56
기타,60일미만,암컷,미상,부산광역시,4,1,2.6,25.0
기타,60일미만,암컷,미상,서울특별시,3,0,5.113333333333333,0.0
기타,60일미만,암컷,미상,울산광역시,1,1,3.0,100.0
기타,60일미만,암컷,미상,인천광역시,5,3,1.2600000000000002,60.0
기타,60일미만,암컷,미상,전라남도,1,1,5.0,100.0
기타,60일미만,암컷,미상,충청남도,5,3,2.7800000000000002,60.0
기타,60일미만,암컷,중성화 O,경상북도,7,4,4.857142857142857,57.14
기타,60일미만,암컷,중성화 X,경기도,7,5,2.608571428571428,71.43
기타,60일미만,암컷,중성화 X,경상남도,4,0,5.825,0.0
기타,60일미만,암컷,중성화 X,경상북도,125,102,2.543305785123967,81.6
기타,60일미만,암컷,중성화 X,광주광역시,1,1,1.5,100.0
기타,60일미만,암컷,중성화 X,대구광역시,6,3,2.8533333333333335,50.0
기타,60일미만,암컷,중성화 X,서울특별시,3,2,2.52,66.67
기타,60일미만,암컷,중성화 X,울산광역시,1,0,0.25,0.0
기타,60일미만,암컷,중성화 X,인천광역시,1,1,1.0,100.0
기타,60일미만,암컷,중성화 X,전북특별자치도,10,3,0.906,30.0
기타,60일미만,암컷,중성화 X,충청남도,9,9,1.1566666666666667,100.0
기타,60일미만,암컷,중성화 X,충청북도,3,1,1.7666666666666666,33.33
기타,8-10세,미상,미상,경기도,1,0,5.1,0.0
기타,8-10세,미상,미상,경상남도,1,0,5.5,0.0
기타,8-10세,미상,미상,대구광역시,1,1,3.44,100.0
기타,8-10세,미상,미상,대전광역시,1,0,1.5,0.0
기타,8-10세,미상,미상,전북특별자치도,1,0,4.2,0.0
기타,8-10세,미상,미상,충청남도,1,1,4.0,100.0
기타,8-10세,수컷,미상,강원특별자치도,2,0,14.0,0.0
기타,8-10세,수컷,미상,경기도,1,1,4.5,100.0
기타,8-10세,수컷,미상,경상남도,4,0,18.5,0.0
기타,8-10세,수컷,미상,광주광역시,1,0,4.0,0.0
기타,8-10세,수컷,미상,대전광역시,1,1,5.0,100.0
기타,8-10세,수컷,미상,부산광역시,5,1,8.1,20.0
기타,8-10세,수컷,미상,서울특별시,2,0,6.05,0.0
기타,8-10세,수컷,미상,세종특별자치시,1,1,40.0,100.0
기타,8-10세,수컷,미상,인천광역시,1,0,3.2,0.0
기타,8-10세,수컷,미상,전라남도,2,0,32.5,0.0
기타,8-10세,수컷,미상,충청남도,2,0,4.65,0.0
기타,8-10세,수컷,중성화 O,경기도,25,8,7.916,32.0
기타,8-10세,수컷,중성화 O,경상남도,1,0,4.5,0.0
기타,8-10세,수컷,중성화 O,경상북도,3,2,7.533333333333334,66.67
기타,8-10세,수컷,중성화 O,광주광역시,1,0,8.0,0.0
기타,8-10세,수컷,중성화 O,대전광역시,1,0,4.0,0.0
기타,8-10세,수컷,중성화 O,부산광역시,3,1,6.16,33.33
기타,8-10세,수컷,중성화 O,서울특별시,6,2,8.083333333333334,33.33
기타,8-10세,수컷,중성화 O,울산광역시,1,0,3.4,0.0
기타,8-10세,수컷,중성화 O,인천광역시,2,0,5.945,0.0
기타,8-10세,수컷,중성화 O,전라남도,1,0,4.5,0.0
기타,8-10세,수컷,중성화 O,전북특별자치도,8,1,18.5875,12.5
기타,8-10세,수컷,중성화 O,충청남도,5,0,7.74,0.0
기타,8-10세,수컷,중성화 O,충청북도,2,0,4.25,0.0
기타,8-10세,수컷,중성화 X,강원특별자치도,4,2,12.325,50.0
기타,8-10세,수컷,중성화 X,경기도,17,3,15.48235294117647,17.65
기타,8-10세,수컷,중성화 X,경상남도,3,0,15.4,0.0
기타,8-10세,수컷,중성화 X,경상북도,9,0,16.4,0.0
기타,8-10세,수컷,중성화 X,광주광역시,2,1,5.75,50.0
기타,8-10세,수컷,중성화 X,대구광역시,2,0,4.5,0.0
기타,8-10세,수컷,중성화 X,대전광역시,1,0,3.5,0.0
기타,8-10세,수컷,중성화 X,부산광역시,7,1,6.671428571428572,14.29
기타,8-10세,수컷,중성화 X,서울특별시,8,3,10.15,37.5
기타,8-10세,수컷,중성화 X,울산광역시,3,1,35.06666666666667,33.33
기타,8-10세,수컷,중성화 X,인천광역시,2,0,21.0,0.0
기타,8-10세,수컷,중성화 X,전라남도,8,3,17.6875,37.5
기타,8-10세,수컷,중성화 X,전북특별자치도,13,4,11.923076923076923,30.77
기타,8-10세,수컷,중성화 X,제주특별자치도,2,0,31.65,0.0
기타,8-10세,수컷,중성화 X,충청남도,13,4,11.15,30.77
기타,8-10세,수컷,중성화 X,충청북도,5,1,18.86,20.0
기타,8-10세,암컷,미상,강원특별자치도,4,2,14.25,50.0
기타,8-10세,암컷,미상,경기도,16,6,10.89,37.5
기타,8-10세,암컷,미상,경상남도,4,1,9.325,25.0
기타,8-10세,암컷,미상,경상북도,4,1,3.125,25.0
기타,8-10세,암컷,미상,광주광역시,3,0,5.933333333333334,0.0
기타,8-10세,암컷,미상,대구광역시,6,2,8.225,33.33
기타,8-10세,암컷,미상,대전광역시,3,1,3.3333333333333335,33.33
기타,8-10세,암컷,미상,부산광역시,10,3,6.32,30.0
기타,8-10세,암컷,미상,서울특별시,4,0,4.785,0.0
기타,8-10세,암컷,미상,세종특별자치시,2,0,2.55,0.0
기타,8-10세,암컷,미상,인천광역시,3,1,5.0,33.33
기타,8-10세,암컷,미상,전라남도,3,3,6.833333333333333,100.0
기타,8-10세,암컷,미상,전북특별자치도,3,2,5.133333333333334,66.67
기타,8-10세,암컷,미상,충청남도,8,4,7.8,50.0
기타,8-10세,암컷,미상,충청북도,2,1,4.4,50.0
기타,8-10세,암컷,중성화 O,경기도,1,0,25.0,0.0
기타,8-10세,암컷,중성화 O,부산광역시,1,0,7.0,0.0
기타,8-10세,암컷,중성화 O,울산광역시,1,1,4.5,100.0
기타,8-10세,암컷,중성화 O,전북특별자치도,1,0,4.0,0.0
기타,8-10세,암컷,중성화 X,강원특별자치도,5,0,17.44,0.0
기타,8-10세,암컷,중성화 X,경기도,9,5,16.188888888888886,55.56
기타,8-10세,암컷,중성화 X,경상남도,4,2,5.7875,50.0
기타,8-10세,암컷,중성화 X,경상북도,6,2,22.0,33.33
기타,8-10세,암컷,중성화 X,대전광역시,1,0,1.5,0.0
기타,8-10세,암컷,중성화 X,부산광역시,2,0,3.3,0.0
기타,8-10세,암컷,중성화 X,서울특별시,3,1,6.7,33.33
기타,8-10세,암컷,중성화 X,울산광역시,1,1,6.5,100.0
기타,8-10세,암컷,중성화 X,전라남도,3,0,19.666666666666668,0.0
기타,8-10세,암컷,중성화 X,전북특별자치도,11,1,5.318181818181818,9.09
기타,8-10세,암컷,중성화 X,제주특별자치도,3,0,10.0,0.0
기타,8-10세,암컷,중성화 X,충청남도,1,0,6.0,0.0
기타,미상,수컷,중성화 X,경기도,1,0,2.9,0.0
기타,미상,수컷,중성화 X,경상북도,1,0,15.0,0.0
기타,미상,수컷,중성화 X,대구광역시,2,0,4.5,0.0
기타,미상,암컷,미상,경기도,1,0,3.3,0.0
기타,미상,암컷,미상,대구광역시,1,0,6.5,0.0
기타,미상,암컷,중성화 O,경상북도,1,1,2.0,100.0
기타,미상,암컷,중성화 O,대구광역시,1,0,4.0,0.0
기타,미상,암컷,중성화 X,경상북도,1,0,1.8,0.0
기타축종,11세 이상,미상,미상,경상남도,1,0,35.5,0.0
기타축종,11세 이상,미상,미상,서울특별시,1,1,0.5,100.0
기타축종,11세 이상,미상,중성화 X,경기도,3,3,4.866666666666666,100.0
기타축종,11세 이상,미상,중성화 X,서울특별시,2,1,2.75,50.0
기타축종,11세 이상,수컷,미상,전라남도,1,1,0.06,100.0
기타축종,11세 이상,수컷,미상,충청북도,1,1,2.5,100.0
기타축종,11세 이상,수컷,중성화 X,경기도,1,0,,0.0
기타축종,11세 이상,수컷,중성화 X,대구광역시,1,1,1.0,100.0
기타축종,11세 이상,수컷,중성화 X,서울특별시,1,1,1.5,100.0
기타축종,11세 이상,암컷,미상,전라남도,1,1,0.05,100.0
기타축종,11세 이상,암컷,중성화 X,경기도,1,0,10.0,0.0
기타축종,11세 이상,암컷,중성화 X,전북특별자치도,2,1,10.5,50.0
기타축종,11세 이상,암컷,중성화 X,충청남도,1,1,5.0,100.0
기타축종,1세 이하,미상,미상,강원특별자치도,43,21,3.275,48.84
기타축종,1세 이하,미상,미상,경기도,1121,701,2.933240324032403,62.53
기타축종,1세 이하,미상,미상,경상남도,62,37,3.8891803278688526,59.68
기타축종,1세 이하,미상,미상,경상북도,51,32,1.9286,62.75
기타축종,1세 이하,미상,미상,광주광역시,122,78,1.521311475409836,63.93
기타축종,1세 이하,미상,미상,대구광역시,62,41,0.6233870967741936,66.13
기타축종,1세 이하,미상,미상,대전광역시,181,158,2.1538674033149174,87.29
기타축종,1세 이하,미상,미상,부산광역시,243,149,1.3784232365145228,61.32
기타축종,1세 이하,미상,미상,서울특별시,896,373,0.7461547085201794,41.63
기타축종,1세 이하,미상,미상,세종특별자치시,4,1,0.6625,25.0
기타축종,1세 이하,미상,미상,울산광역시,69,50,3.334385964912281,72.46
기타축종,1세 이하,미상,미상,인천광역시,367,233,1.1639333333333333,63.49
기타축종,1세 이하,미상,미상,전라남도,28,13,1.8679166666666667,46.43
기타축종,1세 이하,미상,미상,전북특별자치도,41,24,4.1,58.54
기타축종,1세 이하,미상,미상,제주특별자치도,34,24,2.926470588235294,70.59
기타축종,1세 이하,미상,미상,충청남도,98,64,4.274468085106383,65.31
기타축종,1세 이하,미상,미상,충청북도,128,103,1.5211023622047244,80.47
기타축종,1세 이하,미상,중성화 O,대구광역시,1,0,0.8,0.0
기타축종,1세 이하,미상,중성화 X,강원특별자치도,38,25,1.9881578947368421,65.79
기타축종,1세 이하,미상,중성화 X,경기도,505,366,1.122803180914513,72.48
기타축종,1세 이하,미상,중성화 X,경상남도,28,14,4.8707142857142856,50.0
기타축종,1세 이하,미상,중성화 X,경상북도,17,8,12.073333333333332,47.06
기타축종,1세 이하,미상,중성화 X,광주광역시,46,32,1.6919565217391304,69.57
기타축종,1세 이하,미상,중성화 X,대구광역시,269,213,0.7055018587360595,79.18
기타축종,1세 이하,미상,중성화 X,대전광역시,15,9,1.1633333333333333,60.0
기타축종,1세 이하,미상,중성화 X,부산광역시,82,57,1.0064634146341465,69.51
기타축종,1세 이하,미상,중성화 X,서울특별시,61,38,0.7008333333333333,62.3
기타축종,1세 이하,미상,중성화 X,세종특별자치시,5,1,0.28,20.0
