동물종류,나이그룹,성별,중성화 여부,시도,총건수,입양건수,평균체중,입양률
개,60일미만,미상,미상,인천광역시,5,3,2.84,60.0
개,60일미만,미상,미상,전라남도,31,0,2.9935483870967743,0.0
개,60일미만,미상,미상,전북특별자치도,2,0,12.5,0.0
개,60일미만,미상,미상,충청남도,52,15,1.706896551724138,28.85
개,60일미만,미상,미상,충청북도,28,3,1.8767857142857143,10.71
개,60일미만,미상,중성화 O,경상북도,1,0,2.0,0.0
개,60일미만,미상,중성화 X,강원특별자치도,13,6,1.1307692307692307,46.15
개,60일미만,미상,중성화 X,경기도,166,31,0.5487951807228916,18.67
개,60일미만,미상,중성화 X,경상남도,159,10,1.728301886792453,6.29
개,60일미만,미상,중성화 X,경상북도,87,27,1.7149425287356321,31.03
개,60일미만,미상,중성화 X,대구광역시,8,1,6.265000000000001,12.5
개,60일미만,미상,중성화 X,울산광역시,47,4,2.2468085106382976,8.51
개,60일미만,미상,중성화 X,인천광역시,12,5,4.236666666666667,41.67
개,60일미만,미상,중성화 X,전라남도,13,3,1.8692307692307693,23.08
개,60일미만,미상,중성화 X,전북특별자치도,12,3,0.4166666666666667,25.0
개,60일미만,미상,중성화 X,제주특별자치도,6,0,0.10000000000000002,0.0
개,60일미만,미상,중성화 X,충청남도,43,18,1.0833333333333333,41.86
개,60일미만,미상,중성화 X,충청북도,6,2,0.8666666666666667,33.33
개,60일미만,수컷,미상,강원특별자치도,418,133,2.8594827586206897,31.82
개,60일미만,수컷,미상,경기도,86,14,3.732441860465116,16.28
개,60일미만,수컷,미상,경상남도,284,93,2.1744718309859152,32.75
개,60일미만,수컷,미상,경상북도,697,308,3.7809182209469157,44.19
개,60일미만,수컷,미상,광주광역시,1,0,2.7,0.0
개,60일미만,수컷,미상,대구광역시,4,0,2.95,0.0
개,60일미만,수컷,미상,대전광역시,172,129,3.074767441860465,75.0
개,60일미만,수컷,미상,부산광역시,46,13,4.175434782608695,28.26
개,60일미만,수컷,미상,서울특별시,11,1,1.0163636363636364,9.09
개,60일미만,수컷,미상,세종특별자치시,98,27,1.5601030927835053,27.55
개,60일미만,수컷,미상,울산광역시,2,1,16.0,50.0
개,60일미만,수컷,미상,인천광역시,44,15,4.451363636363637,34.09
개,60일미만,수컷,미상,전라남도,305,29,4.225858585858585,9.51
개,60일미만,수컷,미상,전북특별자치도,111,29,3.0126126126126125,26.13
개,60일미만,수컷,미상,충청남도,1033,439,2.0867666989351403,42.5
개,60일미만,수컷,미상,충청북도,183,45,4.253224043715847,24.59
개,60일미만,수컷,중성화 O,강원특별자치도,5,1,3.38,20.0
개,60일미만,수컷,중성화 O,경기도,60,5,5.461666666666667,8.33
개,60일미만,수컷,중성화 O,경상남도,71,30,4.140281690140845,42.25
개,60일미만,수컷,중성화 O,경상북도,32,13,5.584375,40.62
개,60일미만,수컷,중성화 O,광주광역시,13,3,7.955384615384616,23.08
개,60일미만,수컷,중성화 O,대구광역시,8,1,11.125,12.5
개,60일미만,수컷,중성화 O,대전광역시,2,1,6.0,50.0
개,60일미만,수컷,중성화 O,부산광역시,10,3,6.33,30.0
개,60일미만,수컷,중성화 O,서울특별시,18,3,7.282222222222221,16.67
개,60일미만,수컷,중성화 O,세종특별자치시,1,1,6.0,100.0
개,60일미만,수컷,중성화 O,울산광역시,3,0,10.633333333333333,0.0
개,60일미만,수컷,중성화 O,인천광역시,15,2,6.397333333333333,13.33
개,60일미만,수컷,중성화 O,전라남도,12,1,3.8175000000000003,8.33
개,60일미만,수컷,중성화 O,전북특별자치도,19,7,5.2105263157894735,36.84
개,60일미만,수컷,중성화 O,충청남도,22,3,4.8559090909090905,13.64
개,60일미만,수컷,중성화 O,충청북도,2,0,9.15,0.0
개,60일미만,수컷,중성화 X,강원특별자치도,966,483,2.673550724637681,50.0
개,60일미만,수컷,중성화 X,경기도,4614,1367,2.14512570437798,29.63
개,60일미만,수컷,중성화 X,경상남도,2664,1198,2.2397032306536437,44.97
개,60일미만,수컷,중성화 X,경상북도,2808,1412,3.0895855662736693,50.28
개,60일미만,수컷,중성화 X,광주광역시,405,141,2.234864197530864,34.81
개,60일미만,수컷,중성화 X,대구광역시,578,239,2.7522664359861593,41.35
개,60일미만,수컷,중성화 X,대전광역시,27,21,1.662962962962963,77.78
개,60일미만,수컷,중성화 X,부산광역시,217,80,3.486944444444444,36.87
개,60일미만,수컷,중성화 X,서울특별시,279,102,2.4240860215053766,36.56
개,60일미만,수컷,중성화 X,세종특별자치시,76,11,2.107236842105263,14.47
개,60일미만,수컷,중성화 X,울산광역시,266,46,2.3692105263157894,17.29
개,60일미만,수컷,중성화 X,인천광역시,892,330,2.3598428731762064,37.0
개,60일미만,수컷,중성화 X,전라남도,2599,560,1.9586528098537337,21.55
개,60일미만,수컷,중성화 X,전북특별자치도,2892,1207,2.148900832177531,41.74
개,60일미만,수컷,중성화 X,제주특별자치도,1573,277,2.0881754609027334,17.61
개,60일미만,수컷,중성화 X,충청남도,2088,642,1.9857080715321413,30.75
개,60일미만,수컷,중성화 X,충청북도,1168,462,2.1152739726027394,39.55
개,60일미만,암컷,미상,강원특별자치도,510,141,2.450493827160494,27.65
개,60일미만,암컷,미상,경기도,1238,294,1.7947491909385114,23.75
개,60일미만,암컷,미상,경상남도,335,113,2.351044776119403,33.73
개,60일미만,암컷,미상,경상북도,796,294,3.6323396226415094,36.93
개,60일미만,암컷,미상,광주광역시,25,7,8.08,28.0
개,60일미만,암컷,미상,대구광역시,26,6,7.5307692307692315,23.08
개,60일미만,암컷,미상,대전광역시,191,141,3.04717277486911,73.82
개,60일미만,암컷,미상,부산광역시,70,28,4.671,40.0
개,60일미만,암컷,미상,서울특별시,159,61,1.9516455696202533,38.36
개,60일미만,암컷,미상,세종특별자치시,92,30,1.6232608695652175,32.61
개,60일미만,암컷,미상,울산광역시,11,1,15.781818181818181,9.09
개,60일미만,암컷,미상,인천광역시,68,24,4.892647058823529,35.29
개,60일미만,암컷,미상,전라남도,269,26,3.602151394422311,9.67
개,60일미만,암컷,미상,전북특별자치도,124,25,3.854112903225807,20.16
개,60일미만,암컷,미상,제주특별자치도,4,2,11.225,50.0
개,60일미만,암컷,미상,충청남도,1044,439,1.9778065134099616,42.05
개,60일미만,암컷,미상,충청북도,162,25,3.8024844720496898,15.43
개,60일미만,암컷,중성화 O,강원특별자치도,3,3,0.9333333333333332,100.0
개,60일미만,암컷,중성화 O,경기도,15,4,5.433333333333334,26.67
개,60일미만,암컷,중성화 O,경상남도,40,19,5.0024999999999995,47.5
개,60일미만,암컷,중성화 O,경상북도,25,13,4.688,52.0
개,60일미만,암컷,중성화 O,광주광역시,2,1,2.15,50.0
개,60일미만,암컷,중성화 O,대구광역시,2,1,4.75,50.0
개,60일미만,암컷,중성화 O,대전광역시,2,1,2.0,50.0
개,60일미만,암컷,중성화 O,서울특별시,5,1,6.32,20.0
개,60일미만,암컷,중성화 O,인천광역시,5,0,3.844,0.0
개,60일미만,암컷,중성화 O,전라남도,11,3,5.031818181818182,27.27
개,60일미만,암컷,중성화 O,전북특별자치도,10,6,4.819,60.0
개,60일미만,암컷,중성화 O,충청남도,12,6,4.6000000000000005,50.0
개,60일미만,암컷,중성화 O,충청북도,1,1,10.0,100.0
개,60일미만,암컷,중성화 X,강원특별자치도,967,453,2.4257453416149066,46.85
개,60일미만,암컷,중성화 X,경기도,3542,1182,2.1346101694915256,33.37
개,60일미만,암컷,중성화 X,경상남도,3277,1274,2.1428444851817905,38.88
개,60일미만,암컷,중성화 X,경상북도,2956,1441,2.765849440488301,48.75
개,60일미만,암컷,중성화 X,광주광역시,370,123,1.7653783783783785,33.24
개,60일미만,암컷,중성화 X,대구광역시,649,244,2.301402157164869,37.6
개,60일미만,암컷,중성화 X,대전광역시,31,17,2.1006451612903225,54.84
개,60일미만,암컷,중성화 X,부산광역시,145,46,2.9559310344827585,31.72
개,60일미만,암컷,중성화 X,서울특별시,111,54,2.974324324324324,48.65
개,60일미만,암컷,중성화 X,세종특별자치시,84,15,2.0579761904761904,17.86
개,60일미만,암컷,중성화 X,울산광역시,266,51,2.6100751879699247,19.17
개,60일미만,암컷,중성화 X,인천광역시,850,303,2.158941176470588,35.65
개,60일미만,암컷,중성화 X,전라남도,2980,638,1.9361815126050421,21.41
개,60일미만,암컷,중성화 X,전북특별자치도,2954,1233,2.0902750424448215,41.74
개,60일미만,암컷,중성화 X,제주특별자치도,1700,307,2.0063529411764707,18.06
개,60일미만,암컷,중성화 X,충청남도,2162,693,1.8567473243369008,32.05
개,60일미만,암컷,중성화 X,충청북도,1118,431,2.0730053667262966,38.55
개,8-10세,미상,미상,강원특별자치도,5,0,15.1,0.0
개,8-10세,미상,미상,경기도,19,0,7.7631578947368425,0.0
개,8-10세,미상,미상,경상남도,1,0,3.0,0.0
개,8-10세,미상,미상,경상북도,7,2,14.285714285714286,28.57
개,8-10세,미상,미상,광주광역시,3,0,7.333333333333333,0.0
개,8-10세,미상,미상,대구광역시,5,0,13.7,0.0
개,8-10세,미상,미상,대전광역시,4,0,4.25,0.0
개,8-10세,미상,미상,부산광역시,7,0,7.685714285714285,0.0
개,8-10세,미상,미상,서울특별시,4,0,5.25,0.0
개,8-10세,미상,미상,울산광역시,14,1,11.562142857142858,7.14
개,8-10세,미상,미상,인천광역시,7,0,14.142857142857142,0.0
개,8-10세,미상,미상,전라남도,5,1,8.8,20.0
개,8-10세,미상,미상,전북특별자치도,3,2,7.333333333333333,66.67
개,8-10세,미상,미상,충청남도,1,0,,0.0
개,8-10세,미상,미상,충청북도,3,0,14.666666666666666,0.0
개,8-10세,미상,중성화 O,서울특별시,1,0,4.0,0.0
개,8-10세,미상,중성화 X,강원특별자치도,2,0,3.5,0.0
개,8-10세,미상,중성화 X,경기도,4,1,4.5,25.0
개,8-10세,미상,중성화 X,경상남도,1,0,3.0,0.0
개,8-10세,미상,중성화 X,경상북도,1,0,3.5,0.0
개,8-10세,미상,중성화 X,부산광역시,1,0,18.0,0.0
개,8-10세,미상,중성화 X,울산광역시,8,0,5.9125,0.0
개,8-10세,미상,중성화 X,인천광역시,1,0,3.0,0.0
개,8-10세,미상,중성화 X,전라남도,4,0,8.75,0.0
개,8-10세,미상,중성화 X,전북특별자치도,1,0,5.0,0.0
개,8-10세,수컷,미상,강원특별자치도,172,10,9.17906976744186,5.81
개,8-10세,수컷,미상,경기도,139,14,8.573021582733814,10.07
개,8-10세,수컷,미상,경상남도,261,58,9.16934865900383,22.22
개,8-10세,수컷,미상,경상북도,105,15,9.112857142857143,14.29
개,8-10세,수컷,미상,광주광역시,12,1,8.225,8.33
개,8-10세,수컷,미상,대구광역시,13,0,6.93076923076923,0.0
개,8-10세,수컷,미상,대전광역시,118,12,6.970338983050848,10.17
개,8-10세,수컷,미상,부산광역시,262,36,8.767175572519085,13.74
개,8-10세,수컷,미상,서울특별시,38,3,6.071052631578947,7.89
개,8-10세,수컷,미상,세종특별자치시,17,5,11.558823529411764,29.41
개,8-10세,수컷,미상,울산광역시,6,0,9.6,0.0
개,8-10세,수컷,미상,인천광역시,43,7,7.347142857142857,16.28
개,8-10세,수컷,미상,전라남도,80,14,8.574375,17.5
개,8-10세,수컷,미상,전북특별자치도,17,6,8.394117647058822,35.29
개,8-10세,수컷,미상,제주특별자치도,22,5,7.681818181818182,22.73
개,8-10세,수컷,미상,충청남도,124,21,8.554112903225807,16.94
개,8-10세,수컷,미상,충청북도,63,5,11.845238095238095,7.94
개,8-10세,수컷,중성화 O,강원특별자치도,80,19,5.752125,23.75
개,8-10세,수컷,중성화 O,경기도,1152,198,5.952730434782609,17.19
개,8-10세,수컷,중성화 O,경상남도,200,33,6.7665,16.5
개,8-10세,수컷,중성화 O,경상북도,136,27,6.84837037037037,19.85
개,8-10세,수컷,중성화 O,광주광역시,121,25,5.412396694214876,20.66
개,8-10세,수컷,중성화 O,대구광역시,175,26,5.047371428571428,14.86
개,8-10세,수컷,중성화 O,대전광역시,16,3,6.3125,18.75
개,8-10세,수컷,중성화 O,부산광역시,145,11,5.273402777777778,7.59
개,8-10세,수컷,중성화 O,서울특별시,757,113,5.351281373844122,14.93
개,8-10세,수컷,중성화 O,세종특별자치시,8,2,3.99125,25.0
개,8-10세,수컷,중성화 O,울산광역시,69,10,4.912463768115941,14.49
개,8-10세,수컷,중성화 O,인천광역시,313,55,5.599744408945687,17.57
개,8-10세,수컷,중성화 O,전라남도,66,16,5.700151515151515,24.24
개,8-10세,수컷,중성화 O,전북특별자치도,133,24,5.495563909774436,18.05
개,8-10세,수컷,중성화 O,제주특별자치도,58,12,9.425862068965518,20.69
개,8-10세,수컷,중성화 O,충청남도,123,24,6.945333333333333,19.51
개,8-10세,수컷,중성화 O,충청북도,110,25,5.381363636363637,22.73
개,8-10세,수컷,중성화 X,강원특별자치도,297,28,8.598282828282828,9.43
개,8-10세,수컷,중성화 X,경기도,1381,247,8.545702898550724,17.89
개,8-10세,수컷,중성화 X,경상남도,387,56,9.422098445595854,14.47
개,8-10세,수컷,중성화 X,경상북도,362,67,9.83267955801105,18.51
개,8-10세,수컷,중성화 X,광주광역시,145,29,6.339310344827586,20.0
개,8-10세,수컷,중성화 X,대구광역시,347,34,8.082398843930637,9.8
개,8-10세,수컷,중성화 X,대전광역시,24,2,6.6875,8.33
개,8-10세,수컷,중성화 X,부산광역시,303,61,7.303168316831684,20.13
개,8-10세,수컷,중성화 X,서울특별시,599,73,6.022387312186978,12.19
개,8-10세,수컷,중성화 X,세종특별자치시,13,3,8.626923076923077,23.08
개,8-10세,수컷,중성화 X,울산광역시,96,12,8.120208333333332,12.5
개,8-10세,수컷,중성화 X,인천광역시,336,56,7.511220238095238,16.67
개,8-10세,수컷,중성화 X,전라남도,313,57,13.080159744408947,18.21
개,8-10세,수컷,중성화 X,전북특별자치도,310,78,9.427806451612902,25.16
개,8-10세,수컷,중성화 X,제주특별자치도,173,31,11.89421965317919,17.92
개,8-10세,수컷,중성화 X,충청남도,219,39,10.154532710280375,17.81
개,8-10세,수컷,중성화 X,충청북도,250,37,9.8236,14.8
개,8-10세,암컷,미상,강원특별자치도,166,18,6.625602409638554,10.84
개,8-10세,암컷,미상,경기도,1650,312,6.084065533980583,18.91
개,8-10세,암컷,미상,경상남도,336,84,7.203720238095237,25.0
개,8-10세,암컷,미상,경상북도,222,51,6.509321266968326,22.97
개,8-10세,암컷,미상,광주광역시,225,48,6.042666666666666,21.33
개,8-10세,암컷,미상,대구광역시,396,55,5.852070707070707,13.89
개,8-10세,암컷,미상,대전광역시,176,22,6.448863636363637,12.5
개,8-10세,암컷,미상,부산광역시,410,66,6.942024390243902,16.1
개,8-10세,암컷,미상,서울특별시,1097,156,5.153281677301732,14.22
개,8-10세,암컷,미상,세종특별자치시,20,5,6.533499999999999,25.0
개,8-10세,암컷,미상,울산광역시,63,9,5.674285714285714,14.29
개,8-10세,암컷,미상,인천광역시,330,66,5.275727272727273,20.0
개,8-10세,암컷,미상,전라남도,99,23,5.38020202020202,23.23
개,8-10세,암컷,미상,전북특별자치도,90,19,7.0393333333333326,21.11
개,8-10세,암컷,미상,제주특별자치도,149,24,8.71006711409396,16.11
개,8-10세,암컷,미상,충청남도,279,63,6.839127272727272,22.58
개,8-10세,암컷,미상,충청북도,251,59,6.148764940239044,23.51
개,8-10세,암컷,중성화 O,강원특별자치도,12,5,5.791666666666667,41.67
개,8-10세,암컷,중성화 O,경기도,78,20,6.593076923076923,25.64
개,8-10세,암컷,중성화 O,경상남도,47,7,10.385106382978725,14.89
개,8-10세,암컷,중성화 O,경상북도,24,3,6.716666666666666,12.5
개,8-10세,암컷,중성화 O,광주광역시,10,0,6.2700000000000005,0.0
개,8-10세,암컷,중성화 O,대구광역시,5,1,8.440000000000001,20.0
개,8-10세,암컷,중성화 O,부산광역시,7,4,6.184285714285714,57.14
개,8-10세,암컷,중성화 O,서울특별시,34,3,6.088235294117647,8.82
개,8-10세,암컷,중성화 O,세종특별자치시,2,0,5.050000000000001,0.0
개,8-10세,암컷,중성화 O,울산광역시,7,0,5.828571428571428,0.0
개,8-10세,암컷,중성화 O,인천광역시,21,1,7.533333333333333,4.76
개,8-10세,암컷,중성화 O,전라남도,24,2,9.229166666666666,8.33
개,8-10세,암컷,중성화 O,전북특별자치도,16,7,3.94375,43.75
개,8-10세,암컷,중성화 O,제주특별자치도,2,1,18.4,50.0
개,8-10세,암컷,중성화 O,충청남도,15,4,7.3307692307692305,26.67
개,8-10세,암컷,중성화 O,충청북도,7,1,7.428571428571429,14.29
개,8-10세,암컷,중성화 X,강원특별자치도,265,40,7.233219696969697,15.09
개,8-10세,암컷,중성화 X,경기도,941,245,6.933957446808511,26.04
개,8-10세,암컷,중성화 X,경상남도,404,64,7.825297029702971,15.84
개,8-10세,암컷,중성화 X,경상북도,257,58,7.884163424124513,22.57
개,8-10세,암컷,중성화 X,광주광역시,47,11,6.3872340425531915,23.4
개,8-10세,암컷,중성화 X,대구광역시,71,23,6.5200000000000005,32.39
개,8-10세,암컷,중성화 X,대전광역시,21,5,7.380952380952381,23.81
개,8-10세,암컷,중성화 X,부산광역시,177,53,5.46954802259887,29.94
개,8-10세,암컷,중성화 X,서울특별시,186,45,6.239567567567567,24.19
개,8-10세,암컷,중성화 X,세종특별자치시,18,4,6.591666666666667,22.22
개,8-10세,암컷,중성화 X,울산광역시,73,16,5.302191780821918,21.92
개,8-10세,암컷,중성화 X,인천광역시,285,52,6.8932631578947365,18.25
개,8-10세,암컷,중성화 X,전라남도,282,35,9.363900709219857,12.41
개,8-10세,암컷,중성화 X,전북특별자치도,369,102,7.724119241192412,27.64
개,8-10세,암컷,중성화 X,제주특별자치도,44,15,8.770454545454545,34.09
개,8-10세,암컷,중성화 X,충청남도,155,24,8.096516129032258,15.48
개,8-10세,암컷,중성화 X,충청북도,179,43,8.48067415730337,24.02
개,미상,미상,미상,경기도,2,0,5.3,0.0
개,미상,미상,미상,울산광역시,1,0,0.7,0.0
개,미상,미상,미상,전북특별자치도,1,0,5.0,0.0
개,미상,미상,중성화 X,대구광역시,1,0,20.0,0.0
개,미상,미상,중성화 X,울산광역시,1,0,0.5,0.0
개,미상,수컷,미상,강원특별자치도,1,1,1.0,100.0
개,미상,수컷,미상,경기도,3,0,8.433333333333332,0.0
개,미상,수컷,미상,경상남도,6,1,8.866666666666667,16.67
개,미상,수컷,미상,인천광역시,1,0,33.0,0.0
개,미상,수컷,중성화 O,경기도,5,0,4.96,0.0
개,미상,수컷,중성화 O,대구광역시,28,1,5.971428571428571,3.57
개,미상,수컷,중성화 O,서울특별시,1,0,6.0,0.0
개,미상,수컷,중성화 O,울산광역시,2,2,4.1,100.0
개,미상,수컷,중성화 O,인천광역시,1,1,4.0,100.0
개,미상,수컷,중성화 O,전북특별자치도,3,1,5.6000000000000005,33.33
개,미상,수컷,중성화 O,제주특별자치도,1,1,4.5,100.0
개,미상,수컷,중성화 X,강원특별자치도,3,2,11.5,66.67
개,미상,수컷,중성화 X,경기도,10,3,6.0,30.0
개,미상,수컷,중성화 X,경상남도,1,1,15.0,100.0
개,미상,수컷,중성화 X,경상북도,8,7,3.94,87.5
개,미상,수컷,중성화 X,대구광역시,42,1,12.876190476190475,2.38
개,미상,수컷,중성화 X,울산광역시,7,6,1.6142857142857143,85.71
개,미상,수컷,중성화 X,인천광역시,2,0,16.0,0.0
개,미상,수컷,중성화 X,전라남도,1,1,6.4,100.0
개,미상,수컷,중성화 X,전북특별자치도,17,6,7.5058823529411764,35.29
개,미상,수컷,중성화 X,제주특별자치도,2,1,12.65,50.0
개,미상,수컷,중성화 X,충청남도,1,0,20.0,0.0
개,미상,암컷,미상,강원특별자치도,2,2,1.25,100.0
개,미상,암컷,미상,경기도,7,1,9.321428571428571,14.29
개,미상,암컷,미상,경상남도,4,4,2.25,100.0
개,미상,암컷,미상,경상북도,2,2,8.0,100.0
개,미상,암컷,미상,대구광역시,26,0,6.196153846153846,0.0
개,미상,암컷,미상,서울특별시,1,0,5.2,0.0
개,미상,암컷,미상,세종특별자치시,1,1,3.7,100.0
개,미상,암컷,미상,충청남도,1,1,7.0,100.0
개,미상,암컷,중성화 O,강원특별자치도,1,0,5.5,0.0
개,미상,암컷,중성화 O,경상북도,1,0,3.81,0.0
개,미상,암컷,중성화 O,대구광역시,3,0,9.0,0.0
개,미상,암컷,중성화 O,전북특별자치도,1,1,4.0,100.0
개,미상,암컷,중성화 X,강원특별자치도,6,3,5.416666666666667,50.0
개,미상,암컷,중성화 X,경기도,5,1,6.04,20.0
개,미상,암컷,중성화 X,경상남도,3,1,2.8333333333333335,33.33
개,미상,암컷,중성화 X,경상북도,7,4,3.9985714285714287,57.14
개,미상,암컷,중성화 X,대구광역시,17,0,8.235294117647058,0.0
개,미상,암컷,중성화 X,울산광역시,6,5,4.391666666666667,83.33
개,미상,암컷,중성화 X,인천광역시,1,0,8.0,0.0
개,미상,암컷,중성화 X,전라남도,1,0,1.6,0.0
개,미상,암컷,중성화 X,전북특별자치도,12,3,5.3500000000000005,25.0
개,미상,암컷,중성화 X,제주특별자치도,2,1,5.0,50.0
고양이,11세 이상,미상,미상,부산광역시,1,0,4.0,0.0
고양이,11세 이상,수컷,미상,경상남도,1,0,2.0,0.0
고양이,11세 이상,수컷,미상,대전광역시,1,1,0.7,100.0
고양이,11세 이상,수컷,미상,부산광역시,2,0,3.5,0.0
고양이,11세 이상,수컷,미상,서울특별시,1,0,6.0,0.0
고양이,11세 이상,수컷,미상,충청북도,1,0,5.0,0.0
고양이,11세 이상,수컷,중성화 O,경기도,1,0,3.1,0.0
고양이,11세 이상,수컷,중성화 O,경상북도,2,1,3.7,50.0
고양이,11세 이상,수컷,중성화 O,부산광역시,2,2,3.05,100.0
고양이,11세 이상,수컷,중성화 O,서울특별시,2,0,5.1,0.0
고양이,11세 이상,수컷,중성화 O,전라남도,1,1,3.5,100.0
고양이,11세 이상,수컷,중성화 O,전북특별자치도,2,0,3.25,0.0
고양이,11세 이상,수컷,중성화 X,경기도,5,1,2.754,20.0
고양이,11세 이상,수컷,중성화 X,경상북도,1,0,3.5,0.0
고양이,11세 이상,수컷,중성화 X,부산광역시,1,0,5.0,0.0
고양이,11세 이상,수컷,중성화 X,전라남도,1,1,3.0,100.0
고양이,11세 이상,수컷,중성화 X,전북특별자치도,1,0,4.0,0.0
고양이,11세 이상,수컷,중성화 X,충청남도,1,0,3.0,0.0
고양이,11세 이상,수컷,중성화 X,충청북도,1,0,3.0,0.0
고양이,11세 이상,암컷,미상,경기도,1,0,6.0,0.0
고양이,11세 이상,암컷,미상,부산광역시,1,0,2.0,0.0
고양이,11세 이상,암컷,미상,인천광역시,3,1,4.5,33.33
고양이,11세 이상,암컷,미상,전라남도,1,0,4.0,0.0
고양이,11세 이상,암컷,미상,전북특별자치도,1,0,3.7,0.0
고양이,11세 이상,암컷,미상,충청남도,1,0,3.0,0.0
고양이,11세 이상,암컷,미상,충청북도,1,0,3.0,0.0
고양이,11세 이상,암컷,중성화 O,강원특별자치도,2,0,3.0,0.0
고양이,11세 이상,암컷,중성화 O,경기도,3,2,3.1666666666666665,66.67
고양이,11세 이상,암컷,중성화 O,부산광역시,1,0,4.0,0.0
고양이,11세 이상,암컷,중성화 O,서울특별시,2,0,3.0,0.0
고양이,11세 이상,암컷,중성화 O,충청북도,1,1,3.0,100.0
고양이,11세 이상,암컷,중성화 X,경기도,1,1,5.0,100.0
고양이,11세 이상,암컷,중성화 X,대구광역시,1,0,1.6,0.0
고양이,11세 이상,암컷,중성화 X,대전광역시,1,0,6.0,0.0
고양이,11세 이상,암컷,중성화 X,인천광역시,1,0,3.5,0.0
고양이,11세 이상,암컷,중성화 X,전북특별자치도,1,0,2.0,0.0
고양이,11세 이상,암컷,중성화 X,충청남도,1,1,1.2,100.0
고양이,1세 이하,미상,미상,강원특별자치도,172,32,1.3958579881656805,18.6
고양이,1세 이하,미상,미상,경기도,1318,449,1.0518721461187215,34.07
고양이,1세 이하,미상,미상,경상남도,1746,229,0.5612714776632303,13.12
고양이,1세 이하,미상,미상,경상북도,239,70,1.1007296137339058,29.29
고양이,1세 이하,미상,미상,광주광역시,10,0,1.3777777777777778,0.0
고양이,1세 이하,미상,미상,대구광역시,289,67,1.4371972318339101,23.18
고양이,1세 이하,미상,미상,대전광역시,1482,315,0.7667116812964213,21.26
고양이,1세 이하,미상,미상,부산광역시,3266,553,0.771542471634468,16.93
고양이,1세 이하,미상,미상,서울특별시,123,30,1.1584552845528455,24.39
고양이,1세 이하,미상,미상,세종특별자치시,1,0,0.1,0.0
고양이,1세 이하,미상,미상,울산광역시,791,158,1.123113924050633,19.97
고양이,1세 이하,미상,미상,인천광역시,520,131,1.1827606177606176,25.19
고양이,1세 이하,미상,미상,전라남도,109,16,1.393302752293578,14.68
고양이,1세 이하,미상,미상,전북특별자치도,121,51,1.7004132231404958,42.15
고양이,1세 이하,미상,미상,제주특별자치도,5,0,2.975,0.0
고양이,1세 이하,미상,미상,충청남도,647,217,1.2356965944272447,33.54
고양이,1세 이하,미상,미상,충청북도,230,56,0.8814847161572053,24.35
고양이,1세 이하,미상,중성화 O,강원특별자치도,4,0,4.075,0.0
고양이,1세 이하,미상,중성화 O,경기도,19,3,2.2778947368421054,15.79
고양이,1세 이하,미상,중성화 O,경상남도,5,1,1.64,20.0
고양이,1세 이하,미상,중성화 O,경상북도,1,1,2.0,100.0
고양이,1세 이하,미상,중성화 O,대구광역시,3,0,2.3333333333333335,0.0
고양이,1세 이하,미상,중성화 O,부산광역시,6,1,3.1333333333333333,16.67
고양이,1세 이하,미상,중성화 O,서울특별시,8,0,3.8375,0.0
고양이,1세 이하,미상,중성화 O,울산광역시,3,0,2.3666666666666667,0.0
고양이,1세 이하,미상,중성화 O,인천광역시,2,2,0.525,100.0
고양이,1세 이하,미상,중성화 O,전라남도,2,1,3.5,50.0
고양이,1세 이하,미상,중성화 O,전북특별자치도,1,0,2.0,0.0
고양이,1세 이하,미상,중성화 O,충청남도,1,0,0.08,0.0
고양이,1세 이하,미상,중성화 X,강원특별자치도,664,158,0.8226323751891074,23.8
고양이,1세 이하,미상,중성화 X,경기도,2334,730,0.6101328191945158,31.28
고양이,1세 이하,미상,중성화 X,경상남도,1367,331,0.7222083639031548,24.21
고양이,1세 이하,미상,중성화 X,경상북도,474,170,1.016115879828326,35.86
고양이,1세 이하,미상,중성화 X,광주광역시,11,2,0.3527272727272727,18.18
고양이,1세 이하,미상,중성화 X,대구광역시,2363,524,0.5105725190839695,22.18
고양이,1세 이하,미상,중성화 X,대전광역시,218,41,0.49220183486238533,18.81
고양이,1세 이하,미상,중성화 X,부산광역시,2856,698,0.5006797477224948,24.44
고양이,1세 이하,미상,중성화 X,서울특별시,416,136,0.756421568627451,32.69
고양이,1세 이하,미상,중성화 X,세종특별자치시,10,2,1.5699999999999998,20.0
고양이,1세 이하,미상,중성화 X,울산광역시,1937,344,0.6530356220960248,17.76
고양이,1세 이하,미상,중성화 X,인천광역시,2521,1201,0.36771915906386354,47.64
고양이,1세 이하,미상,중성화 X,전라남도,293,82,0.9670307167235495,27.99
고양이,1세 이하,미상,중성화 X,전북특별자치도,387,145,1.3734366925064598,37.47
고양이,1세 이하,미상,중성화 X,제주특별자치도,34,3,0.526470588235294,8.82
고양이,1세 이하,미상,중성화 X,충청남도,946,485,0.8199141949152543,51.27
고양이,1세 이하,미상,중성화 X,충청북도,716,178,0.5511312849162011,24.86
고양이,1세 이하,수컷,미상,강원특별자치도,410,107,0.966984126984127,26.1
고양이,1세 이하,수컷,미상,경기도,433,135,1.0830092592592593,31.18
고양이,1세 이하,수컷,미상,경상남도,461,110,1.224186550976139,23.86
고양이,1세 이하,수컷,미상,경상북도,418,260,0.796244019138756,62.2
