보호소명,시도,시군구,총보호건수,입양건수,자연사건수,안락사건수,반환건수,평균보호기간,개비율,고양이비율,입양률,안락사율,자연사율
음성군청,충청북도,음성군,7,6,0,1,0,8.857142857142858,14.285714285714285,14.285714285714285,85.71,14.29,0.0
두타동물병원,강원특별자치도,삼척시,6,1,1,4,0,10.0,33.33333333333333,0.0,16.67,66.67,16.67
쿨펫동물병원(문산),경기도,파주시,6,5,0,1,0,10.5,100.0,0.0,83.33,16.67,0.0
서울동물복지지원센터,서울특별시,중랑구,5,0,0,0,0,20.0,0.0,100.0,0.0,0.0,0.0
금강동물병원,서울특별시,용산구,5,3,0,0,2,11.0,40.0,60.0,60.0,0.0,0.0
구로댕냥이네,서울특별시,구로구,5,5,0,0,0,14.2,0.0,100.0,100.0,0.0,0.0
아지동물병원,서울특별시,성동구,5,4,1,0,0,11.6,0.0,100.0,80.0,0.0,20.0
현클리닉,제주특별자치도,서귀포시,5,1,4,0,0,9.6,0.0,0.0,20.0,0.0,80.0
서울수의사용산구분회,서울특별시,용산구,5,2,1,0,0,10.6,20.0,60.0,40.0,0.0,20.0
파주365동물의료센터,경기도,파주시,5,3,0,1,1,10.4,100.0,0.0,60.0,20.0,0.0
벤지동물병원,전라남도,나주시,5,2,2,1,0,10.4,40.0,60.0,40.0,20.0,40.0
서울동물복지지원센터,서울특별시,관악구,5,0,0,0,0,11.0,0.0,100.0,0.0,0.0,0.0
대관령동물병원,경기도,남양주시,4,1,2,0,0,10.5,50.0,50.0,25.0,0.0,50.0
강동물병원,전북특별자치도,남원시,4,4,0,0,0,11.0,100.0,0.0,100.0,0.0,0.0
누리동물병원,부산광역시,연제구,4,0,4,0,0,10.0,0.0,0.0,0.0,0.0,100.0
오수의과 동물병원,충청북도,진천군,4,0,0,3,0,10.75,75.0,25.0,0.0,75.0,0.0
거창군 농업기술센터,경상남도,거창군,4,2,0,0,1,11.0,50.0,0.0,50.0,0.0,0.0
C.T종합동물병원,서울특별시,마포구,4,1,0,0,3,10.25,100.0,0.0,25.0,0.0,0.0
시민동물병원,인천광역시,남동구,3,0,0,0,2,10.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0
서울동물복지지원센터,서울특별시,은평구,3,0,0,0,0,10.666666666666666,100.0,0.0,0.0,0.0,0.0
정 동물병원,대전광역시,서구,3,3,0,0,0,10.0,33.33333333333333,66.66666666666666,100.0,0.0,0.0
시흥시농업기술센터,경기도,시흥시,3,3,0,0,0,11.0,100.0,0.0,100.0,0.0,0.0
금강유역환경청,대전광역시,유성구,3,2,0,1,0,10.0,100.0,0.0,66.67,33.33,0.0
수영구청,부산광역시,수영구,3,0,2,0,1,11.666666666666666,33.33333333333333,66.66666666666666,0.0,0.0,66.67
피학대동물임시보호소,충청북도,증평군,3,3,0,0,0,12.0,100.0,0.0,100.0,0.0,0.0
자인동물병원,경상북도,경산시,3,2,1,0,0,10.0,33.33333333333333,66.66666666666666,66.67,0.0,33.33
우리동물병원생명사회,서울특별시,은평구,3,1,0,0,1,10.0,0.0,100.0,33.33,0.0,0.0
서울동물복지지원센터,서울특별시,노원구,3,0,0,0,0,10.0,100.0,0.0,0.0,0.0,0.0
동물보호시민단체카라,서울특별시,마포구,3,0,0,0,1,11.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0
유기동물보호관리협회,부산광역시,영도구,2,1,1,0,0,11.0,100.0,0.0,50.0,0.0,50.0
유기동물 제1보호소,전라남도,영암군,2,1,1,0,0,11.0,0.0,0.0,50.0,0.0,50.0
오렌지동물병원,서울특별시,성동구,2,1,0,0,1,10.0,100.0,0.0,50.0,0.0,0.0
기장군,부산광역시,기장군,2,2,0,0,0,10.0,100.0,0.0,100.0,0.0,0.0
고성군 동물보호센터,강원특별자치도,고성군,2,2,0,0,0,7.0,100.0,0.0,100.0,0.0,0.0
서울동물병원,경상남도,고성군,2,1,0,0,0,7.5,100.0,0.0,50.0,0.0,0.0
김천시동물보호소종료,경상북도,김천시,2,0,0,2,0,10.0,100.0,0.0,0.0,100.0,0.0
제주동물보호센터,제주특별자치도,서귀포시,2,0,1,0,1,10.5,0.0,0.0,0.0,0.0,50.0
성동구청,서울특별시,성동구,2,1,1,0,0,11.5,50.0,50.0,50.0,0.0,50.0
서울고양이입양카페,서울특별시,광진구,2,0,1,0,0,10.5,0.0,100.0,0.0,0.0,50.0
청화동물병원,서울특별시,용산구,2,0,0,0,2,10.0,50.0,50.0,0.0,0.0,0.0
부산동구청,부산광역시,동구,2,2,0,0,0,5.0,0.0,100.0,100.0,0.0,0.0
부산동물보호센터,부산광역시,부산진구,1,0,1,0,0,11.0,100.0,0.0,0.0,0.0,100.0
유기동물및동물보호협,부산광역시,북구,1,1,0,0,0,11.0,0.0,100.0,100.0,0.0,0.0
유기동물및동물보호,부산광역시,동래구,1,0,1,0,0,10.0,0.0,0.0,0.0,0.0,100.0
박철환동물병원,서울특별시,동대문구,1,0,0,0,0,12.0,0.0,100.0,0.0,0.0,0.0
서울동물복지지원센터,서울특별시,용산구,1,0,0,0,0,11.0,0.0,100.0,0.0,0.0,0.0
강동리본센터,서울특별시,광진구,1,1,0,0,0,12.0,100.0,0.0,100.0,0.0,0.0
서울동물복지지원센터,서울특별시,도봉구,1,0,0,0,0,7.0,100.0,0.0,0.0,0.0,0.0
행담동물병원,충청남도,당진시,1,1,0,0,0,10.0,0.0,0.0,100.0,0.0,0.0
유기견없는도시,경기도,용인시,1,1,0,0,0,10.0,100.0,0.0,100.0,0.0,0.0
청주시 TNR,충청북도,청주시,1,0,0,0,1,11.0,100.0,0.0,0.0,0.0,0.0
부산유기동물보호협회,부산광역시,중구,1,1,0,0,0,10.0,100.0,0.0,100.0,0.0,0.0
진보동물병원,경상북도,청송군,1,0,0,1,0,7.0,100.0,0.0,0.0,100.0,0.0
부천시청,경기도,부천시,1,1,0,0,0,11.0,0.0,0.0,100.0,0.0,0.0
청송동물병원,경상북도,청송군,1,0,0,1,0,10.0,100.0,0.0,0.0,100.0,0.0
서산시 농업기술센터,충청남도,서산시,1,0,0,0,1,7.0,100.0,0.0,0.0,0.0,0.0
퍼피동물병원,대전광역시,서구,1,1,0,0,0,10.0,100.0,0.0,100.0,0.0,0.0
우리동물병원(TNR),경상남도,거창군,1,0,0,0,1,10.0,100.0,0.0,0.0,0.0,0.0
여주시청,경기도,여주시,1,1,0,0,0,10.0,100.0,0.0,100.0,0.0,0.0
한강유역환경청,서울특별시,서초구,1,1,0,0,0,7.0,0.0,0.0,100.0,0.0,0.0
안성시농업기술센터,경기도,안성시,1,1,0,0,0,10.0,0.0,100.0,100.0,0.0,0.0
노원 TNR DAY,서울특별시,노원구,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
늘푸른동물병원,대전광역시,유성구,1,1,0,0,0,10.0,100.0,0.0,100.0,0.0,0.0
연합동물병원,전북특별자치도,고창군,1,1,0,0,0,11.0,100.0,0.0,100.0,0.0,0.0
대구시수의사회(고려),대구광역시,중구,1,0,0,0,1,10.0,100.0,0.0,0.0,0.0,0.0
신성가축병원,경상남도,함양군,1,0,0,1,0,12.0,0.0,0.0,0.0,100.0,0.0
동부종합동물병원,전북특별자치도,진안군,1,0,0,1,0,10.0,100.0,0.0,0.0,100.0,0.0
수호동물병원,강원특별자치도,영월군,1,0,0,1,0,7.0,100.0,0.0,0.0,100.0,0.0
동인동물병원,경기도,남양주시,1,1,0,0,0,13.0,100.0,0.0,100.0,0.0,0.0
펫365동물병원,서울특별시,성동구,1,0,0,0,1,12.0,100.0,0.0,0.0,0.0,0.0
(사)대구시수의사회,대구광역시,중구,1,0,0,0,1,10.0,100.0,0.0,0.0,0.0,0.0
디어마이프렌즈,충청남도,천안시,1,1,0,0,0,10.0,100.0,0.0,100.0,0.0,0.0
유기동물보호소,전북특별자치도,김제시,1,1,0,0,0,10.0,100.0,0.0,100.0,0.0,0.0
제일가축병원,경상남도,고성군,1,1,0,0,0,9.0,100.0,0.0,100.0,0.0,0.0
로얄동물병원,충청남도,서산시,1,0,0,1,0,7.0,100.0,0.0,0.0,100.0,0.0
한성동물병원,서울특별시,관악구,1,1,0,0,0,10.0,0.0,100.0,100.0,0.0,0.0
세우리동물병원,인천광역시,남동구,1,0,1,0,0,10.0,0.0,100.0,0.0,0.0,100.0
마포구청,서울특별시,마포구,1,0,0,0,0,11.0,0.0,0.0,0.0,0.0,0.0
도담,전북특별자치도,장수군,1,0,1,0,0,15.0,100.0,0.0,0.0,0.0,100.0
